city,lat,long,state,date
ARIYALUR,0,79.07556,Tamil Nadu,20260812
AURANGABAD-BIHAR,0,0,,20260812
BELGAUM,15.85929,74.61829,Karnataka,20260812
BIDAR,0,0,,20260812
BIHAR SHARIF,25.20084,85.52389,Bihar,20260812
BILEIPADA,0,0,,20260812
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260812
CHIKKAMAGALURU,13.32231,75.774,Karnataka,20260812
DARBHANGA,26.15216,85.89707,Bihar,20260812
DHANBAD,23.79759,86.42992,Jharkhand,20260812
DHARWAD,15.46005,75.00778,Karnataka,20260812
DHOLPUR,26.69286,77.87968,Rajasthan,20260812
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260812
ERNAKULAM,9.96714,76.29036,Kerala,20260812
GORAKHPUR,0,75.67206,Haryana,20260812
HASSAN,13.00715,76.0962,Karnataka,20260812
HAVERI,14.79354,75.40448,Karnataka,20260812
HINGOLI,19.71464,77.14238,Maharashtra,20260812
HOSUR,0,0,Tamil Nadu,20260812
IMPHAL,0,93.9442,Manipur,20260812
JHALAWAR,0,0,Rajasthan,20260812
KADAPA,14.47995,78.82346,Andhra Pradesh,20260812
KAKINADA,0,82.23809,Andhra Pradesh,20260812
KANCHIPURAM,0,79.70006,Tamil Nadu,20260812
KARUR,0,0,Tamil Nadu,20260812
KASHIPUR,29.21399,78.95693,Uttarakhand,20260812
KATIHAR,25.53852,87.57044,Bihar,20260812
KHAIRTHAL,27.6331,76.91869,Rajasthan,20260812
KOCHI,9.93988,76.26022,Kerala,20260812
KOLAR,13.13768,78.12999,Karnataka,20260812
KOLLAM,8.88113,76.58469,Kerala,20260812
KOPPAL,0,0,,20260812
KOZHIKODE,0,75.7804,Kerala,20260812
KURNOOL,15.82887,78.03602,Andhra Pradesh,20260812
MADURAI,9.919,78.11953,Tamil Nadu,20260812
MILUPARA,0,0,Chhattisgarh,20260812
MOTIHARI,27.09833,84.54916,Bihar,20260812
NAGAPATTINAM,0,79.84313,Tamil Nadu,20260812
NALBARI,0,0,,20260812
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260812
NAYAGARH,20.12882,85.09626,Odisha,20260812
OOTY,11.4134,76.69521,Tamil Nadu,20260812
PALKALAIPERUR,0,0,,20260812
PAMPORE,0,74.91895,Jammu and Kashmir,20260812
PATHARDIH,23.6658,86.43166,Jharkhand,20260812
PERUNDURAI,0,0,Tamil Nadu,20260812
PRATAPGARH,0,81.99629,Uttar Pradesh,20260812
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260812
RAICHUR,16.20546,77.35567,Karnataka,20260812
RAJGIR,0,0,Bihar,20260812
RAMANATHAPURAM,0,78.83077,Tamil Nadu,20260812
RANIPET,12.92471,79.33331,Tamil Nadu,20260812
SALEM,0,0,Tamil Nadu,20260812
SANGLI,0,74.56417,Maharashtra,20260812
SASARAM,24.94942,84.01645,Bihar,20260812
SINGRAULI,24.19973,82.67535,Madhya Pradesh,20260812
SIRSA,29.53489,75.02898,Haryana,20260812
SRI VIJAYA PURAM,0,0,,20260812
SRIKAKULAM,18.2989,83.89751,Andhra Pradesh,20260812
SUAKATI,21.6143,85.51543,Odisha,20260812
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260812
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260812
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260812
TIRUPUR,0,77.35456,Tamil Nadu,20260812
TUMAKURU,0,0,,20260812
UDUPI,13.33467,74.74617,Karnataka,20260812
VELLORE,12.9184,79.13255,Tamil Nadu,20260812
VIRUDHUNAGAR Notes,0,0,,20260812
