city,lat,long,state,date
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260816
AURANGABAD-BIHAR,0,0,,20260816
BAGALKOT,0,75.69614,Karnataka,20260816
BARIPADA,0,0,Odisha,20260816
BHIWANI,28.79304,76.13968,Haryana,20260816
BIDAR,17.90802,77.51524,Karnataka,20260816
BIHAR SHARIF,25.20084,85.52389,Bihar,20260816
BILEIPADA,0,0,,20260816
BUNDI,0,75.63735,Rajasthan,20260816
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260816
CHHAL,0,0,Chhattisgarh,20260816
CUTTACK,0,85.87927,Odisha,20260816
DARBHANGA,26.15216,85.89707,Bihar,20260816
DEHRADUN,0,0,Uttarakhand,20260816
DHANBAD,0,86.42992,Jharkhand,20260816
DHARWAD,15.46005,75.00778,Karnataka,20260816
DHOLPUR,26.69286,77.87968,Rajasthan,20260816
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260816
ELURU,16.71311,81.10437,Andhra Pradesh,20260816
ERNAKULAM,9.96714,76.29036,Kerala,20260816
FATEHPUR SIKRI,27.0937,77.66003,Uttar Pradesh,20260816
GORAKHPUR,29.44768,75.67206,Haryana,20260816
HASSAN,13.00715,76.0962,Karnataka,20260816
HAVERI,14.79354,75.40448,Karnataka,20260816
HOSUR,12.73647,77.83264,Tamil Nadu,20260816
IMPHAL,0,0,Manipur,20260816
KANCHIPURAM,0,0,Tamil Nadu,20260816
KARUR,10.95771,78.08095,Tamil Nadu,20260816
KASHIPUR,29.21399,78.95693,Uttarakhand,20260816
KHORA,0,0,,20260816
KOCHI,9.93988,76.26022,Kerala,20260816
KOLAR,0,0,,20260816
KOLLAM,0,0,Kerala,20260816
KOPPAL,15.34522,76.15478,Karnataka,20260816
KOZHIKODE,11.24802,75.7804,Kerala,20260816
KURNOOL,0,0,,20260816
MADURAI,0,78.11953,Tamil Nadu,20260816
MAIHAR,24.26594,80.76063,Madhya Pradesh,20260816
MANDIKHERA,27.94118,77.00873,Haryana,20260816
MOTIHARI,0,0,,20260816
MYSURU,0,76.63925,Karnataka,20260816
NAGAON,0,0,Assam,20260816
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260816
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260816
NAYAGARH,20.12882,85.09626,Odisha,20260816
OOTY,11.4134,76.69521,Tamil Nadu,20260816
PALKALAIPERUR,0,0,,20260816
PALWAL,28.14469,77.32546,Haryana,20260816
PAMPORE,34.01515,74.91895,Jammu and Kashmir,20260816
PATHARDIH,23.6658,86.43166,Jharkhand,20260816
PERUNDURAI,11.27564,77.58794,Tamil Nadu,20260816
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260816
RAICHUR,0,77.35567,Karnataka,20260816
RAJGIR,0,0,Bihar,20260816
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260816
RANIPET,0,0,,20260816
RUPNAGAR,30.21013,73.99427,Punjab,20260816
SALEM,11.65376,78.15538,Tamil Nadu,20260816
SHAMLI,29.4497,77.30959,Uttar Pradesh,20260816
SINGRAULI,0,0,,20260816
SRI VIJAYA PURAM,0,0,,20260816
SUAKATI,0,0,Odisha,20260816
TALCHER,20.94927,85.23354,Odisha,20260816
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260816
THRISSUR,10.51667,76.21667,Kerala,20260816
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260816
TIRUNELVELI,0,0,,20260816
TIRUPUR,0,77.35456,Tamil Nadu,20260816
TUMAKURU,13.34136,77.1022,Karnataka,20260816
TUMIDIH,0,0,,20260816
UDUPI,0,74.74617,Karnataka,20260816
VELLORE,12.9184,79.13255,Tamil Nadu,20260816
VIRUDHUNAGAR Notes,0,0,,20260816
