city,lat,long,state,date
ARIYALUR,0,0,,20260727
AURANGABAD-BIHAR,0,0,,20260727
BEGUSARAI,25.41853,86.13389,Bihar,20260727
BELGAUM,15.85929,74.61829,Karnataka,20260727
BETTIAH,26.80229,84.50311,Bihar,20260727
BIDAR,0,0,Karnataka,20260727
BIHAR SHARIF,0,0,,20260727
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260727
CHHAL,22.12832,83.11623,Chhattisgarh,20260727
COIMBATORE,11.00555,76.96612,Tamil Nadu,20260727
DAMOH,23.83312,79.4419,Madhya Pradesh,20260727
DARBHANGA,0,0,,20260727
DAVANAGERE,0,0,,20260727
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260727
DOMBIVLI,0,0,,20260727
ELOOR,0,0,,20260727
ERNAKULAM,0,0,Kerala,20260727
GAJRAULA,28.8457,78.2396,Uttar Pradesh,20260727
HAPUR,28.72985,77.78068,Uttar Pradesh,20260727
HASSAN,13.00715,76.0962,Karnataka,20260727
HAVERI,14.79354,75.40448,Karnataka,20260727
HINGOLI,19.71464,77.14238,Maharashtra,20260727
HOSUR,12.73647,77.83264,Tamil Nadu,20260727
HUBBALLI,15.34776,75.13378,Karnataka,20260727
IMPHAL,24.80805,93.9442,Manipur,20260727
KAKINADA,16.96036,82.23809,Andhra Pradesh,20260727
KALABURAGI,17.33583,76.83757,Karnataka,20260727
KANCHIPURAM,0,0,Tamil Nadu,20260727
KANNUR,11.86752,75.35763,Kerala,20260727
KARUR,10.95771,78.08095,Tamil Nadu,20260727
KHAIRTHAL,0,0,Rajasthan,20260727
KOCHI,0,76.26022,Kerala,20260727
KOLAR,13.13768,78.12999,Karnataka,20260727
KOLLAM,8.88113,76.58469,Kerala,20260727
KOPPAL,15.34522,76.15478,Karnataka,20260727
KOZHIKODE,11.24802,75.7804,Kerala,20260727
MADURAI,0,0,Tamil Nadu,20260727
MANGURAHA,0,84.39444,Bihar,20260727
MATHURA,0,0,Uttar Pradesh,20260727
MILUPARA,22.18205,83.51923,Chhattisgarh,20260727
MODINAGAR,28.83059,77.57295,Rajasthan,20260727
MUNGER,25.37459,86.47455,Bihar,20260727
NAGAPATTINAM,0,0,Tamil Nadu,20260727
NAMAKKAL,0,78.16524,Tamil Nadu,20260727
NAYAGARH,20.12882,85.09626,Odisha,20260727
OOTY,0,0,Tamil Nadu,20260727
PALKALAIPERUR,0,0,,20260727
PANCHGAON,0,0,,20260727
PATHARDIH,0,86.43166,Jharkhand,20260727
PERUNDURAI,11.27564,77.58794,Tamil Nadu,20260727
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260727
PURNIA,25.77895,87.47422,Bihar,20260727
RAICHUR,16.20546,77.35567,Karnataka,20260727
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260727
RANIPET,12.92471,79.33331,Tamil Nadu,20260727
RATLAM,23.33033,75.04032,Madhya Pradesh,20260727
SAGAR,23.83877,78.73874,Madhya Pradesh,20260727
SALEM,11.65376,78.15538,Tamil Nadu,20260727
SANGLI,0,0,,20260727
SASARAM,24.94942,84.01645,Bihar,20260727
SHILLONG,0,91.88313,Meghalaya,20260727
SHIVAMOGGA,0,0,Karnataka,20260727
SRI VIJAYA PURAM,0,0,,20260727
SRIKAKULAM,0,83.89751,Andhra Pradesh,20260727
THANJAVUR,0,0,Tamil Nadu,20260727
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260727
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260727
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260727
UDUPI,13.33467,74.74617,Karnataka,20260727
VATVA,0,0,,20260727
VELLORE,0,79.13255,Tamil Nadu,20260727
VIRUDHUNAGAR,0,0,,20260727
YADGIR Notes,0,0,,20260727
