city,lat,long,state,date
AMARAVATI,16.514,80.516,Andhra Pradesh,20260903
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260903
ARRAH,25.55629,84.66335,Bihar,20260903
AURANGABAD-BIHAR,0,0,,20260903
BADLAPUR,19.15516,73.26553,Maharashtra,20260903
BAGALKOT,16.18673,75.69614,Karnataka,20260903
BARMER,25.74572,71.39211,Rajasthan,20260903
BELGAUM,15.85929,74.61829,Karnataka,20260903
BIDAR,17.90802,77.51524,Karnataka,20260903
BIHAR SHARIF,25.20084,85.52389,Bihar,20260903
BUXAR,0,0,,20260903
BYRNIHAT-MEGHALAYA,0,0,,20260903
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260903
CHHAPRA,20.92526,72.92886,Gujarat,20260903
CUDDALORE,11.75617,79.76693,Tamil Nadu,20260903
DARBHANGA,26.15216,85.89707,Bihar,20260903
DAVANAGERE,0,0,,20260903
DHANBAD,0,86.42992,Jharkhand,20260903
DINDIGUL,0,0,,20260903
ERNAKULAM,9.96714,76.29036,Kerala,20260903
FIROZABAD,27.15092,78.39781,Uttar Pradesh,20260903
GANGTOK,27.32574,88.61216,Sikkim,20260903
GORAKHPUR,29.44768,75.67206,Haryana,20260903
HASSAN,0,0,,20260903
HAVERI,14.79354,75.40448,Karnataka,20260903
HOSUR,12.73647,77.83264,Tamil Nadu,20260903
IMPHAL,0,0,Manipur,20260903
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260903
KANNUR,11.86752,75.35763,Kerala,20260903
KARUR,10.95771,78.08095,Tamil Nadu,20260903
KASHIPUR,0,0,Uttarakhand,20260903
KHAIRTHAL,0,76.91869,Rajasthan,20260903
KOCHI,0,0,Kerala,20260903
KOLAR,13.13768,78.12999,Karnataka,20260903
KOLLAM,8.88113,76.58469,Kerala,20260903
KOPPAL,15.34522,76.15478,Karnataka,20260903
KOZHIKODE,11.24802,75.7804,Kerala,20260903
KUNJEMURA,0,0,,20260903
LEH,0,0,Ladakh,20260903
LUDHIANA,0,75.85379,Punjab,20260903
MADURAI,9.919,78.11953,Tamil Nadu,20260903
MANDIKHERA,0,0,Haryana,20260903
MANGALORE,0,74.84056,Karnataka,20260903
MIRA,0,0,,20260903
MUNGER,0,0,Bihar,20260903
NAGAON,0,92.66667,Assam,20260903
NAGAPATTINAM,0,0,Tamil Nadu,20260903
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260903
OOTY,11.4134,76.69521,Tamil Nadu,20260903
PALKALAIPERUR,0,0,,20260903
PATHARDIH,23.6658,86.43166,Jharkhand,20260903
PERUNDURAI,11.27564,77.58794,Tamil Nadu,20260903
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260903
RAICHUR,16.20546,77.35567,Karnataka,20260903
RAJGIR,25.02828,85.42079,Bihar,20260903
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260903
RANIPET,12.92471,79.33331,Tamil Nadu,20260903
SALEM,11.65376,78.15538,Tamil Nadu,20260903
SRI VIJAYA PURAM,0,0,,20260903
SUAKATI,21.6143,85.51543,Odisha,20260903
TALCHER,0,0,Odisha,20260903
THANJAVUR,0,0,Tamil Nadu,20260903
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260903
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260903
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260903
TUMAKURU,0,0,Karnataka,20260903
UDUPI,0,0,Karnataka,20260903
VELLORE,12.9184,79.13255,Tamil Nadu,20260903
VIRUDHUNAGAR Notes,0,0,,20260903
