city,lat,long,state,date
AHMEDNAGAR,0,72.96602,Gujarat,20260829
AIZAWL,0,0,Mizoram,20260829
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260829
BAGALKOT,16.18673,75.69614,Karnataka,20260829
BANSWARA,0,74.4425,Rajasthan,20260829
BETTIAH,0,84.50311,Bihar,20260829
BIDAR,17.90802,77.51524,Karnataka,20260829
BIHAR SHARIF,0,85.52389,Bihar,20260829
BILEIPADA,0,0,,20260829
BUXAR,25.57548,83.98043,Bihar,20260829
BYRNIHAT-MEGHALAYA,0,0,,20260829
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260829
CHIKKAMAGALURU,13.32231,75.774,Karnataka,20260829
CHITTOOR,13.21055,79.0956,Andhra Pradesh,20260829
COIMBATORE,11.00555,76.96612,Tamil Nadu,20260829
DARBHANGA,0,0,Bihar,20260829
DAVANAGERE,0,0,,20260829
DEHRADUN,0,0,,20260829
DHANBAD,23.79759,86.42992,Jharkhand,20260829
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260829
ERNAKULAM,0,0,Kerala,20260829
HASSAN,0,76.0962,Karnataka,20260829
HAVERI,14.79354,75.40448,Karnataka,20260829
HOSUR,12.73647,77.83264,Tamil Nadu,20260829
IMPHAL,24.80805,93.9442,Manipur,20260829
JALORE,0,0,,20260829
KAITHAL,29.80153,76.39959,Haryana,20260829
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260829
KANNUR,11.86752,75.35763,Kerala,20260829
KARUR,10.95771,78.08095,Tamil Nadu,20260829
KASHIPUR,29.21399,78.95693,Uttarakhand,20260829
KHAIRTHAL,27.6331,76.91869,Rajasthan,20260829
KHANNA,30.70547,76.22196,Punjab,20260829
KOCHI,9.93988,76.26022,Kerala,20260829
KOLAR,13.13768,78.12999,Karnataka,20260829
KOLLAM,0,0,Kerala,20260829
KOPPAL,15.34522,76.15478,Karnataka,20260829
KOZHIKODE,0,0,Kerala,20260829
LUDHIANA,30.91204,75.85379,Punjab,20260829
MADURAI,9.919,78.11953,Tamil Nadu,20260829
MANDIKHERA,0,77.00873,Haryana,20260829
MANESAR,28.35311,76.94036,Haryana,20260829
MANGALORE,0,0,Karnataka,20260829
MANGURAHA,0,84.39444,Bihar,20260829
NAGAPATTINAM,0,0,Tamil Nadu,20260829
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260829
OOTY,11.4134,76.69521,Tamil Nadu,20260829
PALKALAIPERUR,0,0,,20260829
PATHARDIH,0,0,Jharkhand,20260829
PERUNDURAI,11.27564,77.58794,Tamil Nadu,20260829
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260829
RAICHUR,16.20546,77.35567,Karnataka,20260829
RAJGIR,25.02828,85.42079,Bihar,20260829
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260829
RANIPET,12.92471,79.33331,Tamil Nadu,20260829
SAHARSA,25.87498,86.59611,Bihar,20260829
SALEM,11.65376,78.15538,Tamil Nadu,20260829
SASARAM,24.94942,84.01645,Bihar,20260829
SILIGURI,26.71004,88.42851,West Bengal,20260829
SONIPAT,28.99478,77.01937,Haryana,20260829
SRI VIJAYA PURAM,0,0,,20260829
SUAKATI,21.6143,85.51543,Odisha,20260829
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260829
TIRUCHIRAPPALLI,0,0,Tamil Nadu,20260829
TIRUNELVELI,0,77.6838,Tamil Nadu,20260829
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260829
TUMAKURU,0,0,Karnataka,20260829
UDUPI,0,74.74617,Karnataka,20260829
VELLORE,0,79.13255,Tamil Nadu,20260829
VIRUDHUNAGAR Notes,0,0,,20260829
