city,lat,long,state,date
ARIYALUR,0,79.07556,Tamil Nadu,20260907
ARRAH,25.55629,84.66335,Bihar,20260907
AURANGABAD-BIHAR,0,0,,20260907
BAGALKOT,0,75.69614,Karnataka,20260907
BARAUT,29.10199,77.26334,Uttar Pradesh,20260907
BELGAUM,15.85929,74.61829,Karnataka,20260907
BHAGALPUR,25.24446,86.97183,Bihar,20260907
BIDAR,17.90802,77.51524,Karnataka,20260907
BIHAR SHARIF,0,0,,20260907
BOISAR,0,72.75598,Maharashtra,20260907
BUNDI,25.43855,75.63735,Rajasthan,20260907
BUXAR,0,0,,20260907
BYRNIHAT-MEGHALAYA,0,0,,20260907
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260907
CHHAL,22.12832,83.11623,Chhattisgarh,20260907
CHHAPRA,0,0,Gujarat,20260907
CHIKKABALLAPUR,0,0,,20260907
CHIKKAMAGALURU,0,0,Karnataka,20260907
CUDDALORE,11.75617,79.76693,Tamil Nadu,20260907
DARBHANGA,26.15216,85.89707,Bihar,20260907
DAVANAGERE,0,0,,20260907
DHANBAD,23.79759,86.42992,Jharkhand,20260907
DHOLPUR,0,77.87968,Rajasthan,20260907
DINDIGUL,0,0,,20260907
ELOOR,0,0,,20260907
ERNAKULAM,9.96714,76.29036,Kerala,20260907
FIROZABAD,27.15092,78.39781,Uttar Pradesh,20260907
HASSAN,0,0,,20260907
HAVERI,14.79354,75.40448,Karnataka,20260907
HOSUR,12.73647,77.83264,Tamil Nadu,20260907
IMPHAL,0,93.9442,Manipur,20260907
JALNA,0,0,Maharashtra,20260907
KADAPA,14.47995,78.82346,Andhra Pradesh,20260907
KANCHIPURAM,0,79.70006,Tamil Nadu,20260907
KARUR,0,0,,20260907
KASHIPUR,29.21399,78.95693,Uttarakhand,20260907
KOCHI,9.93988,76.26022,Kerala,20260907
KOLAR,13.13768,78.12999,Karnataka,20260907
KOLLAM,8.88113,76.58469,Kerala,20260907
KOPPAL,15.34522,76.15478,Karnataka,20260907
KOZHIKODE,11.24802,75.7804,Kerala,20260907
LEH,34.16504,77.58402,Ladakh,20260907
LUDHIANA,30.91204,75.85379,Punjab,20260907
MADURAI,9.919,78.11953,Tamil Nadu,20260907
MANGALORE,12.84654,74.84056,Karnataka,20260907
MANGURAHA,26.93841,84.39444,Bihar,20260907
MATHURA,27.5035,77.67215,Uttar Pradesh,20260907
MILUPARA,22.18205,83.51923,Chhattisgarh,20260907
MODINAGAR,28.83059,77.57295,Rajasthan,20260907
MYSURU,12.29791,76.63925,Karnataka,20260907
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260907
NAMAKKAL,0,78.16524,Tamil Nadu,20260907
NANDED,19.16023,77.31497,Maharashtra,20260907
OOTY,0,0,,20260907
PALKALAIPERUR,0,0,,20260907
PANCHGAON,0,0,,20260907
PATHARDIH,23.6658,86.43166,Jharkhand,20260907
PERUNDURAI,0,0,Tamil Nadu,20260907
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260907
RAICHUR,16.20546,77.35567,Karnataka,20260907
RAJGIR,0,0,Bihar,20260907
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260907
RANIPET,0,0,Tamil Nadu,20260907
SAHARSA,25.87498,86.59611,Bihar,20260907
SALEM,0,0,Tamil Nadu,20260907
SAMASTIPUR,25.86222,85.77953,Bihar,20260907
SHILLONG,25.56892,91.88313,Meghalaya,20260907
SILIGURI,26.71004,88.42851,West Bengal,20260907
SINGRAULI,24.19973,82.67535,Madhya Pradesh,20260907
SIWAN,26.22096,84.35609,Bihar,20260907
SRI VIJAYA PURAM,0,0,,20260907
SRIKAKULAM,18.2989,83.89751,Andhra Pradesh,20260907
SUAKATI,21.6143,85.51543,Odisha,20260907
TENSA,21.87279,85.17127,Odisha,20260907
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260907
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260907
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260907
TIRUPATI,13.63551,79.41989,Andhra Pradesh,20260907
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260907
TUMAKURU,13.34136,77.1022,Karnataka,20260907
UDUPI,0,0,Karnataka,20260907
VELLORE,12.9184,79.13255,Tamil Nadu,20260907
VIRUDHUNAGAR,0,0,,20260907
YADGIR Notes,0,0,,20260907
