city,lat,long,state,date
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260906
ARRAH,25.55629,84.66335,Bihar,20260906
AURANGABAD-BIHAR,0,0,,20260906
BAGALKOT,16.18673,75.69614,Karnataka,20260906
BARAUT,29.10199,77.26334,Uttar Pradesh,20260906
BELGAUM,15.85929,74.61829,Karnataka,20260906
BHIWANI,28.79304,76.13968,Haryana,20260906
BIDAR,0,77.51524,Karnataka,20260906
BIHAR SHARIF,0,0,Bihar,20260906
BOISAR,19.80362,72.75598,Maharashtra,20260906
BUXAR,0,83.98043,Bihar,20260906
BYRNIHAT-MEGHALAYA,0,0,,20260906
CHENGALPATTU,0,79.97661,Tamil Nadu,20260906
CHIKKABALLAPUR,0,0,,20260906
CUDDALORE,11.75617,79.76693,Tamil Nadu,20260906
DARBHANGA,0,85.89707,Bihar,20260906
DAVANAGERE,0,0,,20260906
DHANBAD,23.79759,86.42992,Jharkhand,20260906
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260906
ELOOR,0,0,,20260906
ERNAKULAM,9.96714,76.29036,Kerala,20260906
HASSAN,13.00715,76.0962,Karnataka,20260906
HAVERI,0,0,,20260906
HOSUR,0,77.83264,Tamil Nadu,20260906
IMPHAL,0,0,Manipur,20260906
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260906
KARUR,10.95771,78.08095,Tamil Nadu,20260906
KASHIPUR,29.21399,78.95693,Uttarakhand,20260906
KOCHI,0,0,,20260906
KOLAR,0,0,,20260906
KOLLAM,8.88113,76.58469,Kerala,20260906
KOPPAL,15.34522,76.15478,Karnataka,20260906
KOZHIKODE,11.24802,75.7804,Kerala,20260906
LEH,0,0,Ladakh,20260906
LUDHIANA,0,75.85379,Punjab,20260906
MADURAI,9.919,78.11953,Tamil Nadu,20260906
MAIHAR,0,80.76063,Madhya Pradesh,20260906
MANDI GOBINDGARH,0,0,,20260906
MANGALORE,12.84654,74.84056,Karnataka,20260906
MODINAGAR,28.83059,77.57295,Rajasthan,20260906
MUNGER,25.37459,86.47455,Bihar,20260906
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260906
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260906
OOTY,11.4134,76.69521,Tamil Nadu,20260906
PALKALAIPERUR,0,0,,20260906
PANCHGAON,0,0,,20260906
PATHARDIH,23.6658,86.43166,Jharkhand,20260906
PERUNDURAI,11.27564,77.58794,Tamil Nadu,20260906
PUDUCHERRY,11.93381,79.82979,Puducherry,20260906
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260906
RAICHUR,16.20546,77.35567,Karnataka,20260906
RAMANATHAPURAM,0,0,,20260906
RANIPET,0,79.33331,Tamil Nadu,20260906
SALEM,11.65376,78.15538,Tamil Nadu,20260906
SHILLONG,25.56892,91.88313,Meghalaya,20260906
SILIGURI,26.71004,88.42851,West Bengal,20260906
SINGRAULI,0,0,,20260906
SIWAN,0,0,Bihar,20260906
SRI VIJAYA PURAM,0,0,,20260906
SRIKAKULAM,18.2989,83.89751,Andhra Pradesh,20260906
SUAKATI,0,0,Odisha,20260906
TENSA,0,85.17127,Odisha,20260906
THANJAVUR,0,79.13909,Tamil Nadu,20260906
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260906
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260906
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260906
TUMAKURU,13.34136,77.1022,Karnataka,20260906
UDUPI,13.33467,74.74617,Karnataka,20260906
VELLORE,12.9184,79.13255,Tamil Nadu,20260906
VIRUDHUNAGAR,0,0,,20260906
YADGIR Notes,0,0,,20260906
