city,lat,long,state,date
AJMER,26.4521,74.63867,Rajasthan,20260809
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260809
AURANGABAD-BIHAR,0,0,,20260809
BAGALKOT,16.18673,75.69614,Karnataka,20260809
BARIPADA,21.93458,86.72852,Odisha,20260809
BIDAR,0,77.51524,Karnataka,20260809
BIHAR SHARIF,0,0,,20260809
BILEIPADA,0,0,,20260809
BUXAR,0,83.98043,Bihar,20260809
CHENGALPATTU,0,0,Tamil Nadu,20260809
CHHAL,22.12832,83.11623,Chhattisgarh,20260809
CHHAPRA,20.92526,72.92886,Gujarat,20260809
CUDDALORE,0,0,,20260809
DARBHANGA,0,85.89707,Bihar,20260809
DAVANAGERE,0,0,,20260809
DEHRADUN,30.32443,78.03392,Uttarakhand,20260809
DHANBAD,23.79759,86.42992,Jharkhand,20260809
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260809
ELOOR,0,0,,20260809
ERNAKULAM,9.96714,76.29036,Kerala,20260809
GANGTOK,27.32574,88.61216,Sikkim,20260809
GORAKHPUR,29.44768,75.67206,Haryana,20260809
HAPUR,28.72985,77.78068,Uttar Pradesh,20260809
HASSAN,13.00715,76.0962,Karnataka,20260809
HAVERI,0,0,Karnataka,20260809
HOSUR,12.73647,77.83264,Tamil Nadu,20260809
IMPHAL,24.80805,93.9442,Manipur,20260809
KAKINADA,0,0,Andhra Pradesh,20260809
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260809
KARUR,10.95771,78.08095,Tamil Nadu,20260809
KASHIPUR,29.21399,78.95693,Uttarakhand,20260809
KATIHAR,25.53852,87.57044,Bihar,20260809
KATNI,23.83776,80.39405,Madhya Pradesh,20260809
KEONJHAR,21.6318,85.59686,Odisha,20260809
KOCHI,9.93988,76.26022,Kerala,20260809
KOLAR,13.13768,78.12999,Karnataka,20260809
KOLLAM,0,0,Kerala,20260809
KOPPAL,15.34522,76.15478,Karnataka,20260809
KOZHIKODE,0,0,,20260809
KURNOOL,15.82887,78.03602,Andhra Pradesh,20260809
MADURAI,9.919,78.11953,Tamil Nadu,20260809
MOTIHARI,0,84.54916,Bihar,20260809
MUNGER,25.37459,86.47455,Bihar,20260809
NAGAON,0,0,,20260809
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260809
NALBARI,0,0,Assam,20260809
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260809
NAYAGARH,20.12882,85.09626,Odisha,20260809
OOTY,11.4134,76.69521,Tamil Nadu,20260809
PALKALAIPERUR,0,0,,20260809
PATHARDIH,23.6658,86.43166,Jharkhand,20260809
PERUNDURAI,11.27564,77.58794,Tamil Nadu,20260809
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260809
RAICHUR,16.20546,77.35567,Karnataka,20260809
RAJGIR,25.02828,85.42079,Bihar,20260809
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260809
RANIPET,12.92471,79.33331,Tamil Nadu,20260809
RUPNAGAR,30.21013,73.99427,Punjab,20260809
SALEM,11.65376,78.15538,Tamil Nadu,20260809
SASARAM,24.94942,84.01645,Bihar,20260809
SIVASAGAR,0,0,,20260809
SRI VIJAYA PURAM,0,0,,20260809
SRIKAKULAM,0,0,Andhra Pradesh,20260809
SUAKATI,21.6143,85.51543,Odisha,20260809
TALCHER,20.94927,85.23354,Odisha,20260809
THANJAVUR,0,0,Tamil Nadu,20260809
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260809
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260809
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260809
TUMAKURU,0,77.1022,Karnataka,20260809
UDUPI,0,0,Karnataka,20260809
VELLORE,12.9184,79.13255,Tamil Nadu,20260809
VIJAYAPURA,16.82442,75.71537,Karnataka,20260809
VIRAR,0,72.81136,Maharashtra,20260809
VIRUDHUNAGAR Notes,0,0,,20260809
