city,lat,long,state,date
AKOLA,20.70957,76.9981,Maharashtra,20260818
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260818
ARRAH,25.55629,84.66335,Bihar,20260818
AURANGABAD-BIHAR,0,0,,20260818
BAGALKOT,0,0,Karnataka,20260818
BIDAR,0,0,Karnataka,20260818
BIHAR SHARIF,25.20084,85.52389,Bihar,20260818
BILASPUR,22.08005,82.15543,Chhattisgarh,20260818
BUXAR,25.57548,83.98043,Bihar,20260818
BYASANAGAR,0,0,Odisha,20260818
CHENGALPATTU,0,79.97661,Tamil Nadu,20260818
CHIKKAMAGALURU,0,0,Karnataka,20260818
DARBHANGA,26.15216,85.89707,Bihar,20260818
DAVANAGERE,0,0,,20260818
DHANBAD,23.79759,86.42992,Jharkhand,20260818
DHARWAD,0,0,Karnataka,20260818
DINDIGUL,0,77.98036,Tamil Nadu,20260818
ELURU,16.71311,81.10437,Andhra Pradesh,20260818
ERNAKULAM,9.96714,76.29036,Kerala,20260818
GANGTOK,27.32574,88.61216,Sikkim,20260818
HASSAN,0,0,,20260818
HAVERI,0,75.40448,Karnataka,20260818
HOSUR,0,0,,20260818
IMPHAL,0,93.9442,Manipur,20260818
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260818
KARUR,10.95771,78.08095,Tamil Nadu,20260818
KARWAR,14.81361,74.12972,Karnataka,20260818
KASHIPUR,0,0,,20260818
KOCHI,9.93988,76.26022,Kerala,20260818
KOLAR,0,0,Karnataka,20260818
KOLLAM,8.88113,76.58469,Kerala,20260818
KOPPAL,15.34522,76.15478,Karnataka,20260818
KOZHIKODE,11.24802,75.7804,Kerala,20260818
MADURAI,0,0,Tamil Nadu,20260818
MAIHAR,0,80.76063,Madhya Pradesh,20260818
MANGURAHA,0,0,,20260818
MILUPARA,22.18205,83.51923,Chhattisgarh,20260818
MUNGER,25.37459,86.47455,Bihar,20260818
NAGAPATTINAM,0,0,,20260818
NAMAKKAL,0,78.16524,Tamil Nadu,20260818
NAYAGARH,20.12882,85.09626,Odisha,20260818
OOTY,11.4134,76.69521,Tamil Nadu,20260818
PALKALAIPERUR,0,0,,20260818
PATHARDIH,23.6658,86.43166,Jharkhand,20260818
PERUNDURAI,11.27564,77.58794,Tamil Nadu,20260818
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260818
RAICHUR,16.20546,77.35567,Karnataka,20260818
RAJGIR,25.02828,85.42079,Bihar,20260818
RAMANATHAPURAM,0,0,Tamil Nadu,20260818
RANIPET,0,79.33331,Tamil Nadu,20260818
SALEM,11.65376,78.15538,Tamil Nadu,20260818
SAMASTIPUR,0,0,Bihar,20260818
SHAMLI,0,77.30959,Uttar Pradesh,20260818
SINGRAULI,24.19973,82.67535,Madhya Pradesh,20260818
SIWAN,26.22096,84.35609,Bihar,20260818
SRI VIJAYA PURAM,0,0,,20260818
SUAKATI,21.6143,85.51543,Odisha,20260818
TALCHER,0,0,,20260818
THANJAVUR,0,0,,20260818
THRISSUR,10.51667,76.21667,Kerala,20260818
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260818
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260818
TIRUPATI,0,0,Andhra Pradesh,20260818
TIRUPUR,0,0,,20260818
TUMAKURU,13.34136,77.1022,Karnataka,20260818
TUMIDIH,21.78534,82.87393,Chhattisgarh,20260818
UDUPI,13.33467,74.74617,Karnataka,20260818
VELLORE,12.9184,79.13255,Tamil Nadu,20260818
VIRUDHUNAGAR Notes,0,0,,20260818
