City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Faridabad,Moderate,198,"PM
2.5",3/4,
Meerut,Moderate,185,"O , PM
3 10",4/4,
Ballabgarh,Moderate,183,"PM
10",1/1,
Barmer,Moderate,182,"PM
10",1/1,
Bhiwani,Moderate,181,"PM
2.5",1/1,
Bileipada,Moderate,178,"PM
2.5",1/1,
Angul,Moderate,178,"O
3",1/1,
Baghpat,Moderate,177,"PM
10",1/2,
Greater Noida,Moderate,173,"PM
10",2/2,
Bikaner,Moderate,171,"PM
10",1/1,
Sonipat,Moderate,171,"PM
10",1/1,
Nalbari,Moderate,168,"PM
2.5",1/1,
Hajipur,Moderate,167,"PM
2.5",1/1,
Panipat,Moderate,163,"PM
2.5",1/1,
Bulandshahr,Moderate,155,"PM
10",1/1,
Gurugram,Moderate,150,"PM
10",3/4,
Chhapra,Moderate,148,"PM
10",1/1,
Sri Ganganagar,Moderate,148,"PM
10",1/1,
Visakhapatnam,Moderate,146,"PM
10",1/1,
Dhanbad,Moderate,146,"PM
10",1/2,
Muzaffarnagar,Moderate,145,"PM
10",1/1,
Bhubaneswar,Moderate,140,"O
3",2/2,
Cuttack,Moderate,138,"O
3",1/1,
Brajrajnagar,Moderate,134,"NO
2",1/1,
Ghaziabad,Moderate,134,"PM , O , PM
2.5 3 10",3/6,
Delhi,Moderate,131,"PM , PM
2.5 10",44/47,
Panchgaon,Moderate,129,"PM
2.5",1/1,
Churu,Moderate,128,"PM
10",1/1,
Noida,Moderate,127,"PM
10",3/4,
Singrauli,Moderate,126,"PM
10",1/1,
Pali,Moderate,124,"PM
10",1/1,
Sirsa,Moderate,122,"PM
10",1/1,
Manesar,Moderate,121,"PM
2.5",1/1,
Byrnihat (Assam),Moderate,120,"PM
2.5",1/1,
Vatva,Moderate,119,"PM
2.5",1/1,
Byasanagar,Moderate,118,"O
3",1/1,
Mehsana,Moderate,117,"PM
10",1/1,
Tumidih,Moderate,117,"O
3",1/1,
Bathinda,Moderate,116,"PM
2.5",1/1,
Jaisalmer,Moderate,114,"PM
10",1/1,
Amritsar,Moderate,114,"PM
10",1/1,
Baddi,Moderate,113,"O
3",1/1,
Fatehabad,Moderate,112,"PM
10",1/1,
Dharuhera,Moderate,112,"PM
2.5",1/1,
Talcher,Moderate,112,"PM
10",1/1,
Katni,Moderate,111,"PM
10",1/1,
Narnaul,Moderate,111,"PM
2.5",1/1,
Moradabad,Moderate,110,"PM
10",6/7,
Rupnagar,Moderate,110,"PM
2.5",1/1,
Buxar,Moderate,109,"O
3",1/1,
Patna,Moderate,108,"PM
10",6/6,
Kishanganj,Moderate,108,"PM
2.5",1/1,
Bhiwadi,Moderate,107,"PM , PM
2.5 10",2/2,
Barbil,Moderate,107,"O
3",1/1,
Khanna,Moderate,105,"PM
10",1/1,
Kalyan,Moderate,105,CO,1/2,
Udaipur,Moderate,104,"PM
10",1/1,
Bahadurgarh,Moderate,104,"PM
10",1/1,
Jalore,Moderate,102,"PM
10",1/1,
Jorapokhar,Moderate,101,"PM
10",1/1,
Yamuna Nagar,Moderate,101,"PM
10",1/1,
Jalandhar,Moderate,101,"PM
2.5",1/1,
Jodhpur,Satisfactory,100,"PM
10",4/5,
Karnal,Satisfactory,100,"PM
2.5",1/1,
Jhalawar,Satisfactory,97,"O
3",1/1,
Dewas,Satisfactory,96,"NO
2",1/1,
Chittorgarh,Satisfactory,96,"O
3",1/1,
Muzaffarpur,Satisfactory,95,"PM , PM
2.5 10",3/3,
Hapur,Satisfactory,95,"O
3",1/1,
Charkhi Dadri,Satisfactory,95,"PM
2.5",1/1,
Vapi,Satisfactory,94,"PM
10",1/1,
Indore,Satisfactory,94,"NO , CO, PM
2 10",3/6,
Asansol,Satisfactory,93,"CO, PM , SO
10 2",4/4,
Jind,Satisfactory,93,"PM
2.5",1/1,
Byrnihat (Meghalaya),Satisfactory,92,"PM
2.5",1/1,
Gaya,Satisfactory,92,"O , PM
3 10",2/3,
Sikar,Satisfactory,92,"PM
10",1/1,
Hanumangarh,Satisfactory,91,"PM
10",1/1,
Sirohi,Satisfactory,91,"PM
10",1/1,
Kashipur,Satisfactory,88,"PM
2.5",1/1,
Siwan,Satisfactory,88,"PM
2.5",1/1,
Ludhiana,Satisfactory,88,"PM
10",1/1,
