city,lat,long,state,date
AIZAWL,23.72894,92.71791,Mizoram,20260905
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260905
ARRAH,25.55629,84.66335,Bihar,20260905
AURANGABAD-BIHAR,0,0,,20260905
BAGALKOT,16.18673,75.69614,Karnataka,20260905
BARAUT,0,0,Uttar Pradesh,20260905
BARIPADA,0,86.72852,Odisha,20260905
BELGAUM,15.85929,74.61829,Karnataka,20260905
BIDAR,17.90802,77.51524,Karnataka,20260905
BUXAR,25.57548,83.98043,Bihar,20260905
BYRNIHAT-MEGHALAYA,0,0,,20260905
CHENGALPATTU,0,79.97661,Tamil Nadu,20260905
CHITTOOR,0,79.0956,Andhra Pradesh,20260905
DARBHANGA,26.15216,85.89707,Bihar,20260905
DAUSA,0,0,Rajasthan,20260905
DAVANAGERE,0,0,,20260905
DHANBAD,23.79759,86.42992,Jharkhand,20260905
DHOLPUR,26.69286,77.87968,Rajasthan,20260905
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260905
ERNAKULAM,9.96714,76.29036,Kerala,20260905
FATEHABAD,29.51525,75.45554,Haryana,20260905
GANGTOK,27.32574,88.61216,Sikkim,20260905
GORAKHPUR,29.44768,75.67206,Haryana,20260905
HASSAN,13.00715,76.0962,Karnataka,20260905
HAVERI,0,75.40448,Karnataka,20260905
HOSUR,12.73647,77.83264,Tamil Nadu,20260905
IMPHAL,0,0,Manipur,20260905
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260905
KARUR,0,78.08095,Tamil Nadu,20260905
KASHIPUR,0,78.95693,Uttarakhand,20260905
KATNI,0,0,Madhya Pradesh,20260905
KOCHI,9.93988,76.26022,Kerala,20260905
KOLAR,0,0,Karnataka,20260905
KOLLAM,8.88113,76.58469,Kerala,20260905
KOPPAL,15.34522,76.15478,Karnataka,20260905
KOZHIKODE,0,0,,20260905
LEH,34.16504,77.58402,Ladakh,20260905
LUDHIANA,0,75.85379,Punjab,20260905
MADURAI,9.919,78.11953,Tamil Nadu,20260905
MANDIKHERA,27.94118,77.00873,Haryana,20260905
MANESAR,28.35311,76.94036,Haryana,20260905
MANGALORE,12.84654,74.84056,Karnataka,20260905
MILUPARA,22.18205,83.51923,Chhattisgarh,20260905
MODINAGAR,28.83059,77.57295,Rajasthan,20260905
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260905
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260905
OOTY,11.4134,76.69521,Tamil Nadu,20260905
PALKALAIPERUR,0,0,,20260905
PATHARDIH,23.6658,86.43166,Jharkhand,20260905
PERUNDURAI,11.27564,77.58794,Tamil Nadu,20260905
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260905
RAICHUR,16.20546,77.35567,Karnataka,20260905
RAJGIR,0,85.42079,Bihar,20260905
RAMANATHAPURAM,0,0,,20260905
RANIPET,12.92471,79.33331,Tamil Nadu,20260905
SAGAR,23.83877,78.73874,Madhya Pradesh,20260905
SALEM,11.65376,78.15538,Tamil Nadu,20260905
SHILLONG,0,0,Meghalaya,20260905
SINGRAULI,24.19973,82.67535,Madhya Pradesh,20260905
SIWAN,26.22096,84.35609,Bihar,20260905
SRI GANGANAGAR,0,73.87496,Rajasthan,20260905
SRI VIJAYA PURAM,0,0,,20260905
SUAKATI,21.6143,85.51543,Odisha,20260905
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260905
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260905
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260905
TIRUPUR,0,0,Tamil Nadu,20260905
TUMAKURU,0,77.1022,Karnataka,20260905
UDUPI,0,74.74617,Karnataka,20260905
VELLORE,0,0,,20260905
VIRUDHUNAGAR Notes,0,0,,20260905
