city,lat,long,state,date
ANGUL,20.84089,85.10192,Odisha,20260914
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260914
ARRAH,25.55629,84.66335,Bihar,20260914
AURANGABAD-BIHAR,0,0,,20260914
BAGALKOT,16.18673,75.69614,Karnataka,20260914
BARAUT,0,0,,20260914
BELGAUM,0,74.61829,Karnataka,20260914
BIDAR,17.90802,77.51524,Karnataka,20260914
BOISAR,0,0,Maharashtra,20260914
BUXAR,0,83.98043,Bihar,20260914
BYRNIHAT-ASSAM,0,0,,20260914
CHENGALPATTU,0,0,Tamil Nadu,20260914
CHHAPRA,0,72.92886,Gujarat,20260914
CHIKKAMAGALURU,13.32231,75.774,Karnataka,20260914
CUDDALORE,0,79.76693,Tamil Nadu,20260914
DARBHANGA,0,0,,20260914
DAVANAGERE,0,0,,20260914
DHARUHERA,28.20553,76.79691,Haryana,20260914
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260914
DUNGARPUR,23.84306,73.71466,Rajasthan,20260914
ELOOR,0,0,,20260914
ERNAKULAM,9.96714,76.29036,Kerala,20260914
GORAKHPUR,29.44768,75.67206,Haryana,20260914
GUMMIDIPOONDI,0,0,,20260914
HASSAN,13.00715,76.0962,Karnataka,20260914
HAVERI,0,0,Karnataka,20260914
HOSUR,0,77.83264,Tamil Nadu,20260914
IMPHAL,24.80805,93.9442,Manipur,20260914
JALNA,19.84102,75.88636,Maharashtra,20260914
KALYAN,0,0,Maharashtra,20260914
KANCHIPURAM,0,79.70006,Tamil Nadu,20260914
KANNUR,11.86752,75.35763,Kerala,20260914
KARUR,10.95771,78.08095,Tamil Nadu,20260914
KARWAR,0,0,Karnataka,20260914
KASHIPUR,29.21399,78.95693,Uttarakhand,20260914
KOCHI,0,0,Kerala,20260914
KOLAR,0,78.12999,Karnataka,20260914
KOLLAM,8.88113,76.58469,Kerala,20260914
KOPPAL,15.34522,76.15478,Karnataka,20260914
KOZHIKODE,11.24802,75.7804,Kerala,20260914
LEH,34.16504,77.58402,Ladakh,20260914
LUDHIANA,30.91204,75.85379,Punjab,20260914
MADURAI,9.919,78.11953,Tamil Nadu,20260914
MANDIKHERA,27.94118,77.00873,Haryana,20260914
MANGALORE,12.84654,74.84056,Karnataka,20260914
MANGURAHA,26.93841,84.39444,Bihar,20260914
MILUPARA,0,0,Chhattisgarh,20260914
MODINAGAR,28.83059,77.57295,Rajasthan,20260914
MUNGER,0,0,Bihar,20260914
NAGAPATTINAM,0,79.84313,Tamil Nadu,20260914
NAHARLAGUN,27.10467,93.69518,,20260914
NALBARI,0,0,Assam,20260914
NAMAKKAL,0,78.16524,Tamil Nadu,20260914
NANDED,19.16023,77.31497,Maharashtra,20260914
NANDESARI,22.40624,73.09517,Gujarat,20260914
OOTY,0,76.69521,Tamil Nadu,20260914
PALKALAIPERUR,0,0,,20260914
PALWAL,0,77.32546,Haryana,20260914
PANCHKULA,30.69461,76.8504,Haryana,20260914
PATHARDIH,0,0,Jharkhand,20260914
PERUNDURAI,0,77.58794,Tamil Nadu,20260914
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260914
RAICHUR,16.20546,77.35567,Karnataka,20260914
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260914
RANIPET,12.92471,79.33331,Tamil Nadu,20260914
RISHIKESH,30.10778,78.29255,Uttarakhand,20260914
SALEM,11.65376,78.15538,Tamil Nadu,20260914
SAMASTIPUR,25.86222,85.77953,Bihar,20260914
SANGLI,16.85438,74.56417,Maharashtra,20260914
SHILLONG,25.56892,91.88313,Meghalaya,20260914
SILIGURI,26.71004,88.42851,West Bengal,20260914
SINGRAULI,0,0,Madhya Pradesh,20260914
SIWAN,0,84.35609,Bihar,20260914
SRI VIJAYA PURAM,0,0,,20260914
SRIKAKULAM,0,0,,20260914
SUAKATI,0,85.51543,Odisha,20260914
TALCHER,20.94927,85.23354,Odisha,20260914
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260914
TIRUCHIRAPPALLI,0,0,,20260914
TIRUNELVELI,0,0,Tamil Nadu,20260914
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260914
TUMAKURU,13.34136,77.1022,Karnataka,20260914
UDUPI,13.33467,74.74617,Karnataka,20260914
VAPI,20.37175,72.90493,Gujarat,20260914
VELLORE,0,0,,20260914
VIJAYAPURA,0,75.71537,Karnataka,20260914
VIRUDHUNAGAR Notes,0,0,,20260914
