City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Panipat,Poor,293,"PM
10",1/1,
Sikar,Poor,290,"PM
10",1/1,
Muzaffarnagar,Poor,283,"PM
10",1/1,
Jind,Poor,264,"PM
2.5",1/1,
Karnal,Poor,247,"PM
2.5",1/1,
Meerut,Poor,246,"PM , PM
2.5 10",4/4,
Dhanbad,Poor,228,"PM
10",1/2,
Kurukshetra,Poor,222,"PM
2.5",1/1,
Baghpat,Poor,218,"PM
10",1/2,
Rupnagar,Poor,213,"PM
10",1/1,
Baddi,Poor,203,"O
3",1/1,
Panchgaon,Moderate,198,"PM
2.5",1/1,
Singrauli,Moderate,190,"PM
10",1/1,
Bulandshahr,Moderate,187,"PM
10",1/1,
Ballabgarh,Moderate,182,"PM
10",1/1,
Gurugram,Moderate,178,"PM , PM
2.5 10",4/4,
Greater Noida,Moderate,178,"PM
10",2/2,
Ghaziabad,Moderate,170,"PM , PM
2.5 10",6/6,
Bahadurgarh,Moderate,166,"PM
2.5",1/1,
Sonipat,Moderate,165,"PM
10",1/1,
Bhiwani,Moderate,165,"PM
2.5",1/1,
Yamuna Nagar,Moderate,164,"PM
10",1/1,
Milupara,Moderate,164,"O
3",1/1,
Ambala,Moderate,158,"PM
2.5",1/1,
Siliguri,Moderate,157,"O
3",1/1,
Angul,Moderate,157,"O
3",1/1,
Delhi,Moderate,151,"PM
10",43/47,
Churu,Moderate,150,"PM
10",1/1,
Byrnihat (Meghalaya),Moderate,147,"PM
2.5",1/1,
Mahad,Moderate,146,"PM
2.5",1/1,
Jhunjhunu,Moderate,145,"PM
10",1/1,
Byrnihat (Assam),Moderate,142,"PM
2.5",1/1,
Patiala,Moderate,140,"PM
10",1/1,
Hajipur,Moderate,138,"O
3",1/1,
Hanumangarh,Moderate,137,"PM
10",1/1,
Hapur,Moderate,137,"PM
10",1/1,
Hisar,Moderate,136,"PM
10",1/1,
Noida,Moderate,134,"O , PM
3 10",4/4,
Charkhi Dadri,Moderate,132,"PM
2.5",1/1,
Tumidih,Moderate,132,"O
3",1/1,
Katni,Moderate,130,"PM
10",1/1,
Kaithal,Moderate,130,"PM
10",1/1,
Virar,Moderate,128,"O
3",1/1,
Visakhapatnam,Moderate,127,"PM
10",1/1,
Rishikesh,Moderate,125,"O
3",1/1,
Manesar,Moderate,123,"PM
2.5",1/1,
Pithampur,Moderate,122,"PM
10",1/1,
Vatva,Moderate,122,"PM
10",1/1,
Banswara,Moderate,122,"PM
10",1/1,
Kashipur,Moderate,120,"PM
2.5",1/1,
Lucknow,Moderate,120,"PM , PM
2.5 10",6/6,
Faridabad,Moderate,118,"PM , PM
2.5 10",3/4,
Udaipur,Moderate,117,"PM
10",1/1,
Moradabad,Moderate,116,"PM
10",6/7,
Talcher,Moderate,115,"PM
2.5",1/1,
Agartala,Moderate,115,"PM
10",1/2,
Fatehabad,Moderate,114,"PM
10",1/1,
Bhiwadi,Moderate,111,"PM , PM
2.5 10",2/2,
Dharuhera,Moderate,111,"PM
2.5",1/1,
Gwalior,Moderate,111,"O , PM
3 10",3/4,
Varanasi,Moderate,111,"PM , PM
2.5 10",4/4,
Chhapra,Moderate,110,"PM
10",1/1,
Muzaffarpur,Moderate,109,"PM , PM
2.5 10",3/3,
Saharsa,Moderate,108,"PM
2.5",1/1,
Gaya,Moderate,108,"PM , PM
2.5 10",3/3,
Amritsar,Moderate,107,"PM
10",1/1,
Dhule,Moderate,107,"PM
10",1/1,
Agra,Moderate,106,"PM
10",5/6,
Dehradun,Moderate,106,"PM
10",1/1,
Barmer,Moderate,106,"PM
10",1/1,
Khanna,Moderate,105,"PM
10",1/1,
Mandideep,Moderate,105,"PM
10",1/1,
Dewas,Moderate,104,"NO
2",1/1,
Ratlam,Moderate,103,"PM
10",1/1,
Patna,Moderate,103,"PM
10",6/6,
Jhalawar,Moderate,102,CO,1/1,
Khurja,Moderate,102,"PM
10",1/1,
Kunjemura,Moderate,102,"PM
10",1/1,
Rohtak,Moderate,102,"PM
10",1/1,
Siwan,Moderate,102,"PM
2.5",1/1,
Bikaner,Moderate,101,"PM
10",1/1,
Pratapgarh,Moderate,101,"PM
10",1/1,
Kalyan,Satisfactory,100,CO,1/2,
Kishanganj,Satisfactory,99,"PM
2.5",1/1,
Gummidipoondi,Satisfactory,99,"PM
2.5",1/1,
Bhopal,Satisfactory,98,"PM
10",2/3,
Dausa,Satisfactory,97,"PM
10",1/1,
Baran,Satisfactory,97,"PM
10",1/1,
Barbil,Satisfactory,97,"O
3",1/1,
Bhilwara,Satisfactory,97,"PM
10",1/1,
Panchkula,Satisfactory,96,"PM
2.5",1/1,
Ludhiana,Satisfactory,95,"PM
10",1/1,
Kota,Satisfactory,95,"PM
10",3/3,
Sirsa,Satisfactory,95,"PM
10",1/1,
Sirohi,Satisfactory,95,"PM
10",1/1,
"Aurangabad
(Maharashtra)",Satisfactory,95,"O , PM , CO
3 10",3/3,
Sawai Madhopur,Satisfactory,94,"PM
10",1/1,
Kanpur,Satisfactory,93,"PM , PM
2.5 10",3/4,
Jaisalmer,Satisfactory,93,"PM
10",1/1,
Jalore,Satisfactory,92,"PM
10",1/1,
Ujjain,Satisfactory,92,"PM
10",1/2,
Tonk,Satisfactory,90,"PM
10",1/1,
Bharatpur,Satisfactory,90,"O
3",1/1,
Jaipur,Satisfactory,88,"O , PM
3 10",5/6,
Amravati,Satisfactory,88,"PM
10",2/2,
Gandhinagar,Satisfactory,88,"PM
10",3/3,
Prayagraj,Satisfactory,88,"PM
10",3/3,
Thane,Satisfactory,87,"PM
10",2/2,
Gorakhpur,Satisfactory,87,"PM
10",1/1,
Bilaspur,Satisfactory,87,"PM
10",1/1,
Karauli,Satisfactory,87,"PM
10",1/1,
Narnaul,Satisfactory,86,"PM
2.5",1/1,
Indore,Satisfactory,86,"CO, PM , NO
10 2",4/6,
Jorapokhar,Satisfactory,86,"PM
10",1/1,
Katihar,Satisfactory,85,CO,1/1,
Chandigarh,Satisfactory,84,"O , PM
3 10",3/3,
Bhubaneswar,Satisfactory,84,"O
3",2/2,
Ahmedabad,Satisfactory,84,"O , PM
3 10",7/9,
Vadodara,Satisfactory,83,CO,1/1,
Palwal,Satisfactory,83,"PM
10",1/1,
Damoh,Satisfactory,82,"PM
10",1/1,
Nagpur,Satisfactory,82,"O , PM
3 10",4/4,
