city,lat,long,state,date
ANKLESHWAR,21.63236,72.99001,Gujarat,20260729
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260729
AURANGABAD-BIHAR,0,0,,20260729
BELGAUM,0,0,Karnataka,20260729
BHIWANDI,19.30023,73.05881,Maharashtra,20260729
BIDAR,17.90802,77.51524,Karnataka,20260729
BIHAR SHARIF,0,0,Bihar,20260729
BUXAR,0,83.98043,Bihar,20260729
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260729
COIMBATORE,11.00555,76.96612,Tamil Nadu,20260729
DARBHANGA,26.15216,85.89707,Bihar,20260729
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260729
ELOOR,0,0,,20260729
ERNAKULAM,9.96714,76.29036,Kerala,20260729
HASSAN,13.00715,76.0962,Karnataka,20260729
HAVERI,14.79354,75.40448,Karnataka,20260729
HOSUR,12.73647,77.83264,Tamil Nadu,20260729
IMPHAL,0,0,,20260729
JALGAON,21.00292,75.56602,Maharashtra,20260729
KADAPA,14.47995,78.82346,Andhra Pradesh,20260729
KANCHIPURAM,0,0,,20260729
KANNUR,11.86752,75.35763,Kerala,20260729
KARUR,0,0,Tamil Nadu,20260729
KASHIPUR,29.21399,78.95693,Uttarakhand,20260729
KHAIRTHAL,27.6331,76.91869,Rajasthan,20260729
KOCHI,0,0,Kerala,20260729
KOLAR,0,0,Karnataka,20260729
KOLLAM,8.88113,76.58469,Kerala,20260729
KOPPAL,15.34522,76.15478,Karnataka,20260729
KOZHIKODE,11.24802,75.7804,Kerala,20260729
MADIKERI,0,0,,20260729
MADURAI,9.919,78.11953,Tamil Nadu,20260729
MALEGAON,0,0,,20260729
MATHURA,27.5035,77.67215,Uttar Pradesh,20260729
MILUPARA,22.18205,83.51923,Chhattisgarh,20260729
MODINAGAR,28.83059,77.57295,Rajasthan,20260729
MOTIHARI,27.09833,84.54916,Bihar,20260729
NAGAPATTINAM,0,0,,20260729
NALBARI,0,0,Assam,20260729
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260729
NAYAGARH,20.12882,85.09626,Odisha,20260729
OOTY,11.4134,76.69521,Tamil Nadu,20260729
PALKALAIPERUR,0,0,,20260729
PAMPORE,34.01515,74.91895,Jammu and Kashmir,20260729
PANIPAT,29.38747,76.96825,Haryana,20260729
PATHARDIH,23.6658,86.43166,Jharkhand,20260729
PATIALA,30.33625,76.3922,Punjab,20260729
PERUNDURAI,11.27564,77.58794,Tamil Nadu,20260729
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260729
RAICHUR,0,0,,20260729
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260729
RANIPET,0,0,,20260729
RATLAM,23.33033,75.04032,Madhya Pradesh,20260729
SALEM,11.65376,78.15538,Tamil Nadu,20260729
SASARAM,24.94942,84.01645,Bihar,20260729
SHIVAMOGGA,0,0,Karnataka,20260729
SIVASAGAR,0,0,,20260729
SONIPAT,0,77.01937,Haryana,20260729
SRI VIJAYA PURAM,0,0,,20260729
TALCHER,20.94927,85.23354,Odisha,20260729
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260729
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260729
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260729
TIRUPATI,0,0,Andhra Pradesh,20260729
TIRUPUR,0,77.35456,Tamil Nadu,20260729
UDUPI,13.33467,74.74617,Karnataka,20260729
VATVA,0,0,,20260729
VELLORE,12.9184,79.13255,Tamil Nadu,20260729
VIRUDHUNAGAR Notes,0,0,,20260729
