city,lat,long,state,date
AJMER,26.4521,74.63867,Rajasthan,20260808
ARARIA,0,87.51323,Bihar,20260808
ARIYALUR,0,0,,20260808
AURANGABAD-BIHAR,0,0,,20260808
BAGALKOT,0,0,Karnataka,20260808
BHIWANI,28.79304,76.13968,Haryana,20260808
BIDAR,0,0,Karnataka,20260808
BIHAR SHARIF,25.20084,85.52389,Bihar,20260808
BILEIPADA,0,0,,20260808
BRAJRAJNAGAR,0,0,Odisha,20260808
BUXAR,0,0,Bihar,20260808
BYASANAGAR,20.95569,86.12643,Odisha,20260808
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260808
CHHAPRA,20.92526,72.92886,Gujarat,20260808
CUDDALORE,11.75617,79.76693,Tamil Nadu,20260808
DARBHANGA,26.15216,85.89707,Bihar,20260808
DAVANAGERE,0,0,,20260808
DHANBAD,23.79759,86.42992,Jharkhand,20260808
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260808
ERNAKULAM,9.96714,76.29036,Kerala,20260808
GANGTOK,27.32574,88.61216,Sikkim,20260808
HASSAN,0,0,Karnataka,20260808
HAVERI,14.79354,75.40448,Karnataka,20260808
HOSUR,12.73647,77.83264,Tamil Nadu,20260808
HUBBALLI,15.34776,75.13378,Karnataka,20260808
IMPHAL,0,0,Manipur,20260808
KADAPA,0,78.82346,Andhra Pradesh,20260808
KANCHIPURAM,0,0,Tamil Nadu,20260808
KARUR,0,78.08095,Tamil Nadu,20260808
KASHIPUR,29.21399,78.95693,Uttarakhand,20260808
KATIHAR,0,0,Bihar,20260808
KEONJHAR,0,85.59686,Odisha,20260808
KOCHI,9.93988,76.26022,Kerala,20260808
KOLAR,13.13768,78.12999,Karnataka,20260808
KOLLAM,8.88113,76.58469,Kerala,20260808
KOPPAL,15.34522,76.15478,Karnataka,20260808
KOZHIKODE,11.24802,75.7804,Kerala,20260808
MADURAI,9.919,78.11953,Tamil Nadu,20260808
MANDIKHERA,27.94118,77.00873,Haryana,20260808
MANGALORE,12.84654,74.84056,Karnataka,20260808
MOTIHARI,27.09833,84.54916,Bihar,20260808
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260808
NAMAKKAL,0,0,Tamil Nadu,20260808
NAYAGARH,20.12882,85.09626,Odisha,20260808
OOTY,0,0,,20260808
PALKALAIPERUR,0,0,,20260808
PATHARDIH,23.6658,86.43166,Jharkhand,20260808
PERUNDURAI,0,0,Tamil Nadu,20260808
PUDUKOTTAI,0,0,,20260808
RAICHUR,16.20546,77.35567,Karnataka,20260808
RAJGIR,0,0,,20260808
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260808
RANIPET,0,0,Tamil Nadu,20260808
RUPNAGAR,30.21013,73.99427,Punjab,20260808
SALEM,11.65376,78.15538,Tamil Nadu,20260808
SASARAM,24.94942,84.01645,Bihar,20260808
SIVASAGAR,0,0,,20260808
SRI VIJAYA PURAM,0,0,,20260808
SRIKAKULAM,18.2989,83.89751,Andhra Pradesh,20260808
SUAKATI,21.6143,85.51543,Odisha,20260808
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260808
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260808
TIRUNELVELI,0,0,Tamil Nadu,20260808
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260808
TUMAKURU,0,77.1022,Karnataka,20260808
TUMIDIH,0,82.87393,Chhattisgarh,20260808
UDUPI,0,74.74617,Karnataka,20260808
VELLORE,0,79.13255,Tamil Nadu,20260808
VIJAYAPURA,0,0,,20260808
VIJAYAWADA,16.50745,80.6466,Andhra Pradesh,20260808
VIRUDHUNAGAR Notes,0,0,,20260808
