city,lat,long,state,date
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260912
AURANGABAD-BIHAR,0,0,,20260912
BAGALKOT,16.18673,75.69614,Karnataka,20260912
BARAN,25.1,76.51667,Rajasthan,20260912
BARAUT,29.10199,77.26334,Uttar Pradesh,20260912
BELGAUM,15.85929,74.61829,Karnataka,20260912
BETTIAH,26.80229,84.50311,Bihar,20260912
BIDAR,17.90802,77.51524,Karnataka,20260912
BIHAR SHARIF,25.20084,85.52389,Bihar,20260912
BUXAR,25.57548,83.98043,Bihar,20260912
BYRNIHAT-ASSAM,0,0,,20260912
BYRNIHAT-MEGHALAYA,0,0,,20260912
CHENGALPATTU,0,0,,20260912
CHHAPRA,20.92526,72.92886,Gujarat,20260912
CUDDALORE,11.75617,79.76693,Tamil Nadu,20260912
DARBHANGA,0,0,Bihar,20260912
DAVANAGERE,0,0,,20260912
DHARUHERA,28.20553,76.79691,Haryana,20260912
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260912
ERNAKULAM,0,76.29036,Kerala,20260912
FATEHPUR SIKRI,0,0,,20260912
GORAKHPUR,0,75.67206,Haryana,20260912
GUMMIDIPOONDI,0,0,,20260912
HASSAN,13.00715,76.0962,Karnataka,20260912
HAVERI,14.79354,75.40448,Karnataka,20260912
HOSUR,12.73647,77.83264,Tamil Nadu,20260912
IMPHAL,24.80805,93.9442,Manipur,20260912
JALGAON,21.00292,75.56602,Maharashtra,20260912
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260912
KANNUR,11.86752,75.35763,Kerala,20260912
KARUR,10.95771,78.08095,Tamil Nadu,20260912
KASHIPUR,29.21399,78.95693,Uttarakhand,20260912
KHANNA,30.70547,76.22196,Punjab,20260912
KOCHI,9.93988,76.26022,Kerala,20260912
KOLAR,13.13768,78.12999,Karnataka,20260912
KOLLAM,8.88113,76.58469,Kerala,20260912
KOPPAL,15.34522,76.15478,Karnataka,20260912
KOZHIKODE,0,0,Kerala,20260912
LEH,0,77.58402,Ladakh,20260912
LUDHIANA,30.91204,75.85379,Punjab,20260912
MADURAI,0,0,Tamil Nadu,20260912
MAIHAR,24.26594,80.76063,Madhya Pradesh,20260912
MALEGAON,20.54966,74.53462,Maharashtra,20260912
MANDIKHERA,0,77.00873,Haryana,20260912
MANGALORE,0,0,Karnataka,20260912
MATHURA,27.5035,77.67215,Uttar Pradesh,20260912
MILUPARA,22.18205,83.51923,Chhattisgarh,20260912
NAGAPATTINAM,0,0,Tamil Nadu,20260912
NAHARLAGUN,27.10467,93.69518,,20260912
NAMAKKAL,0,0,Tamil Nadu,20260912
OOTY,11.4134,76.69521,Tamil Nadu,20260912
PALKALAIPERUR,0,0,,20260912
PANIPAT,29.38747,76.96825,Haryana,20260912
PATHARDIH,23.6658,86.43166,Jharkhand,20260912
PERUNDURAI,11.27564,77.58794,Tamil Nadu,20260912
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260912
RAICHUR,16.20546,77.35567,Karnataka,20260912
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260912
RANIPET,12.92471,79.33331,Tamil Nadu,20260912
SALEM,11.65376,78.15538,Tamil Nadu,20260912
SAMASTIPUR,25.86222,85.77953,Bihar,20260912
SHILLONG,25.56892,91.88313,Meghalaya,20260912
SINGRAULI,24.19973,82.67535,Madhya Pradesh,20260912
SIWAN,26.22096,84.35609,Bihar,20260912
SRI VIJAYA PURAM,0,0,,20260912
SRIKAKULAM,18.2989,83.89751,Andhra Pradesh,20260912
SUAKATI,0,0,Odisha,20260912
TALCHER,20.94927,85.23354,Odisha,20260912
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260912
TIRUCHIRAPPALLI,0,0,Tamil Nadu,20260912
TIRUNELVELI,0,77.6838,Tamil Nadu,20260912
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260912
TUMAKURU,13.34136,77.1022,Karnataka,20260912
UDUPI,0,0,Karnataka,20260912
VELLORE,12.9184,79.13255,Tamil Nadu,20260912
VIJAYAPURA,0,0,Karnataka,20260912
VIRUDHUNAGAR Notes,0,0,,20260912
