city,lat,long,state,date
ANKLESHWAR,0,72.99001,Gujarat,20260728
ARIYALUR,0,79.07556,Tamil Nadu,20260728
AURANGABAD-BIHAR,0,0,,20260728
BELGAUM,15.85929,74.61829,Karnataka,20260728
BETTIAH,26.80229,84.50311,Bihar,20260728
BHIWANDI,0,0,,20260728
BIDAR,0,77.51524,Karnataka,20260728
BIHAR SHARIF,0,85.52389,Bihar,20260728
BUXAR,0,0,,20260728
CHAMARAJANAGAR,0,76.93949,Karnataka,20260728
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260728
CHHAL,22.12832,83.11623,Chhattisgarh,20260728
CHHAPRA,20.92526,72.92886,Gujarat,20260728
CHITTOOR,13.21055,79.0956,Andhra Pradesh,20260728
COIMBATORE,11.00555,76.96612,Tamil Nadu,20260728
DARBHANGA,26.15216,85.89707,Bihar,20260728
DEHRADUN,30.32443,78.03392,Uttarakhand,20260728
DHARUHERA,28.20553,76.79691,Haryana,20260728
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260728
ELOOR,0,0,,20260728
ERNAKULAM,9.96714,76.29036,Kerala,20260728
GAJRAULA,28.8457,78.2396,Uttar Pradesh,20260728
HASSAN,13.00715,76.0962,Karnataka,20260728
HAVERI,0,0,,20260728
HINGOLI,19.71464,77.14238,Maharashtra,20260728
HOSUR,0,0,Tamil Nadu,20260728
IMPHAL,24.80805,93.9442,Manipur,20260728
JIND,29.31577,76.31502,Haryana,20260728
KADAPA,0,0,,20260728
KALABURAGI,0,76.83757,Karnataka,20260728
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260728
KANNUR,11.86752,75.35763,Kerala,20260728
KARUR,10.95771,78.08095,Tamil Nadu,20260728
KASHIPUR,0,78.95693,Uttarakhand,20260728
KHAIRTHAL,0,0,,20260728
KOCHI,0,76.26022,Kerala,20260728
KOLAR,0,0,Karnataka,20260728
KOLLAM,8.88113,76.58469,Kerala,20260728
KOPPAL,0,0,,20260728
KOZHIKODE,11.24802,75.7804,Kerala,20260728
KURNOOL,15.82887,78.03602,Andhra Pradesh,20260728
MADURAI,9.919,78.11953,Tamil Nadu,20260728
MANGURAHA,26.93841,84.39444,Bihar,20260728
MILUPARA,22.18205,83.51923,Chhattisgarh,20260728
MIRA,0,0,,20260728
MOTIHARI,27.09833,84.54916,Bihar,20260728
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260728
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260728
NANDED,19.16023,77.31497,Maharashtra,20260728
NAYAGARH,20.12882,85.09626,Odisha,20260728
OOTY,11.4134,76.69521,Tamil Nadu,20260728
PALKALAIPERUR,0,0,,20260728
PAMPORE,0,0,Jammu and Kashmir,20260728
PATHARDIH,23.6658,86.43166,Jharkhand,20260728
PERUNDURAI,0,77.58794,Tamil Nadu,20260728
PUDUKOTTAI,0,78.59045,Tamil Nadu,20260728
RAICHUR,16.20546,77.35567,Karnataka,20260728
RAMANATHAPURAM,0,0,,20260728
RANIPET,12.92471,79.33331,Tamil Nadu,20260728
RATLAM,0,0,,20260728
SALEM,11.65376,78.15538,Tamil Nadu,20260728
SASARAM,24.94942,84.01645,Bihar,20260728
SHIVAMOGGA,0,75.56791,Karnataka,20260728
SRI GANGANAGAR,0,0,Rajasthan,20260728
SRI VIJAYA PURAM,0,0,,20260728
TALCHER,20.94927,85.23354,Odisha,20260728
TENSA,0,0,,20260728
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260728
THRISSUR,10.51667,76.21667,Kerala,20260728
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260728
TIRUMALA,13.68333,79.35,Andhra Pradesh,20260728
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260728
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260728
TUMAKURU,13.34136,77.1022,Karnataka,20260728
TUMIDIH,21.78534,82.87393,Chhattisgarh,20260728
UDUPI,13.33467,74.74617,Karnataka,20260728
VATVA,0,0,,20260728
VELLORE,12.9184,79.13255,Tamil Nadu,20260728
VIRUDHUNAGAR Notes,0,0,,20260728
