city,lat,long,state,date
AMARAVATI,16.514,80.516,Andhra Pradesh,20260823
AMRITSAR,0,0,Punjab,20260823
ARIYALUR,0,0,Tamil Nadu,20260823
BAGALKOT,16.18673,75.69614,Karnataka,20260823
BELGAUM,15.85929,74.61829,Karnataka,20260823
BHILWARA,0,74.64081,Rajasthan,20260823
BIDAR,17.90802,77.51524,Karnataka,20260823
BIHAR SHARIF,0,0,Bihar,20260823
BILEIPADA,0,0,,20260823
BUXAR,25.57548,83.98043,Bihar,20260823
BYRNIHAT-MEGHALAYA,0,0,,20260823
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260823
CHIKKABALLAPUR,0,0,,20260823
DARBHANGA,0,0,Bihar,20260823
DAVANAGERE,0,0,,20260823
DHANBAD,0,0,Jharkhand,20260823
DHARWAD,15.46005,75.00778,Karnataka,20260823
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260823
ERNAKULAM,9.96714,76.29036,Kerala,20260823
FIROZABAD,0,0,Uttar Pradesh,20260823
GANGTOK,27.32574,88.61216,Sikkim,20260823
HAPUR,0,0,,20260823
HASSAN,13.00715,76.0962,Karnataka,20260823
HAVERI,0,0,,20260823
HOSUR,12.73647,77.83264,Tamil Nadu,20260823
IMPHAL,24.80805,93.9442,Manipur,20260823
KADAPA,14.47995,78.82346,Andhra Pradesh,20260823
KAKINADA,0,0,Andhra Pradesh,20260823
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260823
KARUR,0,78.08095,Tamil Nadu,20260823
KASHIPUR,29.21399,78.95693,Uttarakhand,20260823
KOCHI,0,0,,20260823
KOLAR,0,78.12999,Karnataka,20260823
KOLLAM,8.88113,76.58469,Kerala,20260823
KOPPAL,15.34522,76.15478,Karnataka,20260823
KOZHIKODE,11.24802,75.7804,Kerala,20260823
KURNOOL,15.82887,78.03602,Andhra Pradesh,20260823
MACHILIPATNAM,16.18747,81.13888,Andhra Pradesh,20260823
MADURAI,9.919,78.11953,Tamil Nadu,20260823
MANGURAHA,26.93841,84.39444,Bihar,20260823
MOTIHARI,27.09833,84.54916,Bihar,20260823
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260823
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260823
NAYAGARH,0,0,Odisha,20260823
OOTY,0,76.69521,Tamil Nadu,20260823
PALKALAIPERUR,0,0,,20260823
PATHARDIH,0,86.43166,Jharkhand,20260823
PERUNDURAI,0,77.58794,Tamil Nadu,20260823
PUDUKOTTAI,0,0,,20260823
RAICHUR,16.20546,77.35567,Karnataka,20260823
RAJGIR,25.02828,85.42079,Bihar,20260823
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260823
RANIPET,0,79.33331,Tamil Nadu,20260823
SALEM,0,78.15538,Tamil Nadu,20260823
SINGRAULI,0,0,,20260823
SRI VIJAYA PURAM,0,0,,20260823
SUAKATI,0,0,Odisha,20260823
TENSA,0,85.17127,Odisha,20260823
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260823
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260823
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260823
TIRUPUR,0,0,,20260823
TUMAKURU,0,0,,20260823
UDUPI,13.33467,74.74617,Karnataka,20260823
VELLORE,12.9184,79.13255,Tamil Nadu,20260823
VIJAYAPURA,0,75.71537,Karnataka,20260823
VIRAR,0,0,Maharashtra,20260823
VIRUDHUNAGAR,0,0,,20260823
VRINDAVAN,0,77.69662,Uttar Pradesh,20260823
YADGIR Notes,0,0,,20260823
