city,lat,long,state,date
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260721
ARRAH,25.55629,84.66335,Bihar,20260721
AURANGABAD-BIHAR,0,0,,20260721
BEGUSARAI,25.41853,86.13389,Bihar,20260721
BELGAUM,0,74.61829,Karnataka,20260721
BETTIAH,26.80229,84.50311,Bihar,20260721
BIDAR,17.90802,77.51524,Karnataka,20260721
BIHAR SHARIF,0,0,Bihar,20260721
BUXAR,25.57548,83.98043,Bihar,20260721
BYRNIHAT-ASSAM,0,0,,20260721
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260721
CHHAL,0,0,Chhattisgarh,20260721
CHIKKABALLAPUR,0,0,,20260721
CHIKKAMAGALURU,13.32231,75.774,Karnataka,20260721
DAMOH,23.83312,79.4419,Madhya Pradesh,20260721
DARBHANGA,0,85.89707,Bihar,20260721
DAVANAGERE,0,0,,20260721
DHULE,20.9013,74.77737,Maharashtra,20260721
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260721
ELOOR,0,0,,20260721
ERNAKULAM,9.96714,76.29036,Kerala,20260721
FATEHPUR SIKRI,27.0937,77.66003,Uttar Pradesh,20260721
GORAKHPUR,0,75.67206,Haryana,20260721
HAPUR,0,77.78068,Uttar Pradesh,20260721
HASSAN,0,76.0962,Karnataka,20260721
HAVERI,0,0,Karnataka,20260721
HOSUR,12.73647,77.83264,Tamil Nadu,20260721
IMPHAL,24.80805,93.9442,Manipur,20260721
KANCHIPURAM,0,0,Tamil Nadu,20260721
KARUR,10.95771,78.08095,Tamil Nadu,20260721
KASHIPUR,29.21399,78.95693,Uttarakhand,20260721
KHAIRTHAL,27.6331,76.91869,Rajasthan,20260721
KOCHI,9.93988,76.26022,Kerala,20260721
KOLAR,13.13768,78.12999,Karnataka,20260721
KOZHIKODE,11.24802,75.7804,Kerala,20260721
MADURAI,9.919,78.11953,Tamil Nadu,20260721
MANGURAHA,26.93841,84.39444,Bihar,20260721
MATHURA,27.5035,77.67215,Uttar Pradesh,20260721
MILUPARA,22.18205,83.51923,Chhattisgarh,20260721
MUNGER,25.37459,86.47455,Bihar,20260721
NAGAPATTINAM,0,0,Tamil Nadu,20260721
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260721
NANDESARI,22.40624,73.09517,Gujarat,20260721
NAYAGARH,0,0,Odisha,20260721
OOTY,11.4134,76.69521,Tamil Nadu,20260721
PALKALAIPERUR,0,0,,20260721
PALWAL,28.14469,77.32546,Haryana,20260721
PANIPAT,29.38747,76.96825,Haryana,20260721
PATHARDIH,23.6658,86.43166,Jharkhand,20260721
PERUNDURAI,11.27564,77.58794,Tamil Nadu,20260721
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260721
RAICHUR,0,0,Karnataka,20260721
RAIRANGPUR,0,86.17385,Odisha,20260721
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260721
RANIPET,12.92471,79.33331,Tamil Nadu,20260721
RUPNAGAR,30.21013,73.99427,Punjab,20260721
SAGAR,0,0,,20260721
SAHARSA,25.87498,86.59611,Bihar,20260721
SALEM,11.65376,78.15538,Tamil Nadu,20260721
SAMASTIPUR,25.86222,85.77953,Bihar,20260721
SASARAM,24.94942,84.01645,Bihar,20260721
SATARA,0,73.99333,Maharashtra,20260721
SHAMLI,0,0,,20260721
SHILLONG,25.56892,91.88313,Meghalaya,20260721
SIWAN,0,0,Bihar,20260721
SRI VIJAYA PURAM,0,0,,20260721
SUAKATI,21.6143,85.51543,Odisha,20260721
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260721
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260721
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260721
TIRUPUR,0,0,Tamil Nadu,20260721
TUMIDIH,21.78534,82.87393,Chhattisgarh,20260721
UDUPI,13.33467,74.74617,Karnataka,20260721
VAPI,0,0,Gujarat,20260721
VELLORE,12.9184,79.13255,Tamil Nadu,20260721
VIRUDHUNAGAR Notes,0,0,,20260721
