city,lat,long,state,date
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260911
AURANGABAD-BIHAR,0,0,,20260911
BAGALKOT,0,75.69614,Karnataka,20260911
BARAUT,29.10199,77.26334,Uttar Pradesh,20260911
BELAPUR,0,0,Maharashtra,20260911
BELGAUM,0,74.61829,Karnataka,20260911
BHIWANI,28.79304,76.13968,Haryana,20260911
BIDAR,17.90802,77.51524,Karnataka,20260911
BIHAR SHARIF,0,0,Bihar,20260911
BUXAR,0,83.98043,Bihar,20260911
BYASANAGAR,20.95569,86.12643,Odisha,20260911
CHENGALPATTU,0,0,Tamil Nadu,20260911
CHIKKAMAGALURU,0,75.774,Karnataka,20260911
CHITTOOR,13.21055,79.0956,Andhra Pradesh,20260911
CUDDALORE,11.75617,79.76693,Tamil Nadu,20260911
DAMOH,23.83312,79.4419,Madhya Pradesh,20260911
DARBHANGA,26.15216,85.89707,Bihar,20260911
DAVANAGERE,0,0,,20260911
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260911
ERNAKULAM,9.96714,76.29036,Kerala,20260911
GORAKHPUR,29.44768,75.67206,Haryana,20260911
GUMMIDIPOONDI,0,0,,20260911
HAPUR,28.72985,77.78068,Uttar Pradesh,20260911
HASSAN,13.00715,76.0962,Karnataka,20260911
HAVERI,14.79354,75.40448,Karnataka,20260911
HOSUR,12.73647,77.83264,Tamil Nadu,20260911
IMPHAL,0,0,Manipur,20260911
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260911
KANNUR,11.86752,75.35763,Kerala,20260911
KARUR,10.95771,78.08095,Tamil Nadu,20260911
KASHIPUR,0,0,,20260911
KOCHI,9.93988,76.26022,Kerala,20260911
KOLAR,0,0,,20260911
KOLLAM,8.88113,76.58469,Kerala,20260911
KOPPAL,15.34522,76.15478,Karnataka,20260911
KOZHIKODE,11.24802,75.7804,Kerala,20260911
LEH,0,0,Ladakh,20260911
LUDHIANA,0,0,Punjab,20260911
MADURAI,9.919,78.11953,Tamil Nadu,20260911
MAIHAR,24.26594,80.76063,Madhya Pradesh,20260911
MANDIKHERA,27.94118,77.00873,Haryana,20260911
MANGALORE,12.84654,74.84056,Karnataka,20260911
MANGURAHA,0,0,,20260911
MILUPARA,0,0,,20260911
MIRA,0,0,,20260911
MUNGER,25.37459,86.47455,Bihar,20260911
MYSURU,12.29791,76.63925,Karnataka,20260911
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260911
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260911
OOTY,11.4134,76.69521,Tamil Nadu,20260911
PALKALAIPERUR,0,0,,20260911
PALWAL,28.14469,77.32546,Haryana,20260911
PAMPORE,34.01515,74.91895,Jammu and Kashmir,20260911
PATHARDIH,23.6658,86.43166,Jharkhand,20260911
PERUNDURAI,11.27564,77.58794,Tamil Nadu,20260911
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260911
RAICHUR,16.20546,77.35567,Karnataka,20260911
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260911
RANIPET,12.92471,79.33331,Tamil Nadu,20260911
SALEM,0,78.15538,Tamil Nadu,20260911
SAMASTIPUR,25.86222,85.77953,Bihar,20260911
SASARAM,0,0,Bihar,20260911
SHILLONG,0,91.88313,Meghalaya,20260911
SINGRAULI,0,82.67535,Madhya Pradesh,20260911
SIWAN,0,0,Bihar,20260911
SRI VIJAYA PURAM,0,0,,20260911
SRIKAKULAM,18.2989,83.89751,Andhra Pradesh,20260911
SUAKATI,0,0,,20260911
TALCHER,0,85.23354,Odisha,20260911
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260911
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260911
TIRUNELVELI,0,0,,20260911
TIRUPUR,0,0,Tamil Nadu,20260911
TUMAKURU,13.34136,77.1022,Karnataka,20260911
UDUPI,13.33467,74.74617,Karnataka,20260911
VAPI,20.37175,72.90493,Gujarat,20260911
VELLORE,12.9184,79.13255,Tamil Nadu,20260911
VIJAYAPURA,16.82442,75.71537,Karnataka,20260911
VIRUDHUNAGAR,0,0,,20260911
YAMUNA NAGAR Notes,0,0,,20260911
