city,lat,long,state,date
AIZAWL,23.72894,92.71791,Mizoram,20260726
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260726
AURANGABAD-BIHAR,0,0,,20260726
BELGAUM,15.85929,74.61829,Karnataka,20260726
BETTIAH,26.80229,84.50311,Bihar,20260726
BIDAR,17.90802,77.51524,Karnataka,20260726
BIHAR SHARIF,25.20084,85.52389,Bihar,20260726
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260726
CHHAL,22.12832,83.11623,Chhattisgarh,20260726
CHITTOOR,0,79.0956,Andhra Pradesh,20260726
COIMBATORE,11.00555,76.96612,Tamil Nadu,20260726
CUDDALORE,0,0,Tamil Nadu,20260726
DAMOH,0,79.4419,Madhya Pradesh,20260726
DARBHANGA,26.15216,85.89707,Bihar,20260726
DAVANAGERE,0,0,,20260726
DEHRADUN,0,0,,20260726
DHARWAD,0,75.00778,Karnataka,20260726
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260726
DOMBIVLI,0,0,,20260726
ELOOR,0,0,,20260726
ERNAKULAM,0,76.29036,Kerala,20260726
GAJRAULA,0,78.2396,Uttar Pradesh,20260726
HAJIPUR,25.68544,85.20981,Bihar,20260726
HAPUR,0,77.78068,Uttar Pradesh,20260726
HASSAN,0,0,,20260726
HAVERI,14.79354,75.40448,Karnataka,20260726
HINGOLI,0,0,,20260726
HOSUR,12.73647,77.83264,Tamil Nadu,20260726
IMPHAL,24.80805,93.9442,Manipur,20260726
KALABURAGI,17.33583,76.83757,Karnataka,20260726
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260726
KANNUR,11.86752,75.35763,Kerala,20260726
KARUR,10.95771,78.08095,Tamil Nadu,20260726
KASHIPUR,29.21399,78.95693,Uttarakhand,20260726
KHAIRTHAL,27.6331,76.91869,Rajasthan,20260726
KOCHI,9.93988,76.26022,Kerala,20260726
KOLAR,13.13768,78.12999,Karnataka,20260726
KOLLAM,0,76.58469,Kerala,20260726
KOPPAL,0,0,,20260726
KOZHIKODE,11.24802,75.7804,Kerala,20260726
MADURAI,9.919,78.11953,Tamil Nadu,20260726
MAHAD,18.08333,73.41667,Maharashtra,20260726
MANGURAHA,26.93841,84.39444,Bihar,20260726
MATHURA,0,0,Uttar Pradesh,20260726
MILUPARA,22.18205,83.51923,Chhattisgarh,20260726
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260726
NAMAKKAL,0,0,Tamil Nadu,20260726
NAYAGARH,20.12882,85.09626,Odisha,20260726
OOTY,0,0,Tamil Nadu,20260726
PALKALAIPERUR,0,0,,20260726
PANCHGAON,0,0,,20260726
PATHARDIH,23.6658,86.43166,Jharkhand,20260726
PERUNDURAI,0,0,Tamil Nadu,20260726
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260726
RAICHUR,16.20546,77.35567,Karnataka,20260726
RAIRANGPUR,22.26675,86.17385,Odisha,20260726
RAMANATHAPURAM,0,78.83077,Tamil Nadu,20260726
RANIPET,0,0,,20260726
RATLAM,23.33033,75.04032,Madhya Pradesh,20260726
SALEM,0,0,,20260726
SASARAM,24.94942,84.01645,Bihar,20260726
SHILLONG,0,91.88313,Meghalaya,20260726
SHIVAMOGGA,0,0,Karnataka,20260726
SRI VIJAYA PURAM,0,0,,20260726
SRIKAKULAM,18.2989,83.89751,Andhra Pradesh,20260726
TALCHER,20.94927,85.23354,Odisha,20260726
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260726
THRISSUR,10.51667,76.21667,Kerala,20260726
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260726
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260726
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260726
TUMAKURU,13.34136,77.1022,Karnataka,20260726
UDUPI,13.33467,74.74617,Karnataka,20260726
VADODARA,0,73.20812,Gujarat,20260726
VATVA,0,0,,20260726
VELLORE,12.9184,79.13255,Tamil Nadu,20260726
VIRUDHUNAGAR Notes,0,0,,20260726
