city,lat,long,state,date
ANGUL,0,0,Odisha,20260913
ANKLESHWAR,21.63236,72.99001,Gujarat,20260913
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260913
AURANGABAD-BIHAR,0,0,,20260913
BAGALKOT,16.18673,75.69614,Karnataka,20260913
BARAUT,29.10199,77.26334,Uttar Pradesh,20260913
BEED,18.98921,75.75634,Maharashtra,20260913
BELGAUM,0,0,Karnataka,20260913
BHIWANI,0,0,Haryana,20260913
BIDAR,17.90802,77.51524,Karnataka,20260913
BIHAR SHARIF,25.20084,85.52389,Bihar,20260913
BUXAR,0,0,,20260913
BYRNIHAT-ASSAM,0,0,,20260913
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260913
CHHAPRA,0,0,Gujarat,20260913
CHIKKAMAGALURU,0,75.774,Karnataka,20260913
CUDDALORE,11.75617,79.76693,Tamil Nadu,20260913
DARBHANGA,0,0,Bihar,20260913
DAVANAGERE,0,0,,20260913
DEHRADUN,30.32443,78.03392,Uttarakhand,20260913
DHARUHERA,28.20553,76.79691,Haryana,20260913
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260913
DUNGARPUR,23.84306,73.71466,Rajasthan,20260913
ELOOR,0,0,,20260913
ERNAKULAM,9.96714,76.29036,Kerala,20260913
GANGTOK,27.32574,88.61216,Sikkim,20260913
GORAKHPUR,29.44768,75.67206,Haryana,20260913
GUMMIDIPOONDI,0,0,,20260913
HASSAN,13.00715,76.0962,Karnataka,20260913
HAVERI,14.79354,75.40448,Karnataka,20260913
HOSUR,0,0,,20260913
IMPHAL,24.80805,93.9442,Manipur,20260913
KADAPA,0,0,,20260913
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260913
KANNUR,0,0,Kerala,20260913
KARUR,10.95771,78.08095,Tamil Nadu,20260913
KARWAR,14.81361,74.12972,Karnataka,20260913
KASHIPUR,29.21399,78.95693,Uttarakhand,20260913
KHANNA,0,0,Punjab,20260913
KOCHI,9.93988,76.26022,Kerala,20260913
KOLAR,0,0,Karnataka,20260913
KOLLAM,8.88113,76.58469,Kerala,20260913
KOPPAL,15.34522,76.15478,Karnataka,20260913
KOZHIKODE,11.24802,75.7804,Kerala,20260913
LEH,0,77.58402,Ladakh,20260913
LUDHIANA,0,0,,20260913
MADURAI,9.919,78.11953,Tamil Nadu,20260913
MANDIKHERA,0,0,,20260913
MANGALORE,0,74.84056,Karnataka,20260913
MANGURAHA,26.93841,84.39444,Bihar,20260913
MILUPARA,22.18205,83.51923,Chhattisgarh,20260913
MODINAGAR,28.83059,77.57295,Rajasthan,20260913
MUNGER,25.37459,86.47455,Bihar,20260913
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260913
NAHARLAGUN,27.10467,93.69518,,20260913
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260913
NANDED,19.16023,77.31497,Maharashtra,20260913
NANDESARI,22.40624,73.09517,Gujarat,20260913
OOTY,11.4134,76.69521,Tamil Nadu,20260913
PALKALAIPERUR,0,0,,20260913
PANCHKULA,30.69461,76.8504,Haryana,20260913
PATHARDIH,0,0,,20260913
PERUNDURAI,0,77.58794,Tamil Nadu,20260913
PUDUKOTTAI,0,0,Tamil Nadu,20260913
PURNIA,0,87.47422,Bihar,20260913
RAICHUR,16.20546,77.35567,Karnataka,20260913
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260913
RANIPET,12.92471,79.33331,Tamil Nadu,20260913
RISHIKESH,0,0,,20260913
SALEM,0,78.15538,Tamil Nadu,20260913
SAMASTIPUR,25.86222,85.77953,Bihar,20260913
SANGLI,0,0,,20260913
SHILLONG,0,91.88313,Meghalaya,20260913
SINGRAULI,24.19973,82.67535,Madhya Pradesh,20260913
SIWAN,26.22096,84.35609,Bihar,20260913
SRI VIJAYA PURAM,0,0,,20260913
SRIKAKULAM,0,0,Andhra Pradesh,20260913
SUAKATI,0,85.51543,Odisha,20260913
TALCHER,20.94927,85.23354,Odisha,20260913
THANJAVUR,0,0,Tamil Nadu,20260913
TIRUCHIRAPPALLI,0,78.69651,Tamil Nadu,20260913
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260913
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260913
TUMAKURU,13.34136,77.1022,Karnataka,20260913
UDUPI,13.33467,74.74617,Karnataka,20260913
VAPI,20.37175,72.90493,Gujarat,20260913
VELLORE,12.9184,79.13255,Tamil Nadu,20260913
VIJAYAPURA,16.82442,75.71537,Karnataka,20260913
VIRUDHUNAGAR Notes,0,0,,20260913
