city,lat,long,state,date
AMBERNATH,0,0,,20260805
ANANTAPUR,14.67784,77.60813,Andhra Pradesh,20260805
ARIYALUR,0,79.07556,Tamil Nadu,20260805
ARRAH,0,0,Bihar,20260805
AURANGABAD-BIHAR,0,0,,20260805
BAGHPAT,28.94485,77.21865,Uttar Pradesh,20260805
BELGAUM,15.85929,74.61829,Karnataka,20260805
BHIWANI,28.79304,76.13968,Haryana,20260805
BIDAR,17.90802,77.51524,Karnataka,20260805
BIHAR SHARIF,25.20084,85.52389,Bihar,20260805
BUXAR,25.57548,83.98043,Bihar,20260805
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260805
CHHAPRA,20.92526,72.92886,Gujarat,20260805
CHIKKAMAGALURU,13.32231,75.774,Karnataka,20260805
CUDDALORE,11.75617,79.76693,Tamil Nadu,20260805
DARBHANGA,26.15216,85.89707,Bihar,20260805
DAVANAGERE,0,0,,20260805
DEHRADUN,0,78.03392,Uttarakhand,20260805
DHANBAD,0,0,Jharkhand,20260805
DINDIGUL,10.36896,77.98036,Tamil Nadu,20260805
ERNAKULAM,0,0,Kerala,20260805
GAJRAULA,28.8457,78.2396,Uttar Pradesh,20260805
GANGTOK,27.32574,88.61216,Sikkim,20260805
HASSAN,13.00715,76.0962,Karnataka,20260805
HAVERI,0,0,,20260805
HOSUR,12.73647,77.83264,Tamil Nadu,20260805
HUBBALLI,0,0,Karnataka,20260805
IMPHAL,24.80805,93.9442,Manipur,20260805
KADAPA,0,78.82346,Andhra Pradesh,20260805
KANCHIPURAM,0,79.70006,Tamil Nadu,20260805
KARUR,0,0,Tamil Nadu,20260805
KASHIPUR,29.21399,78.95693,Uttarakhand,20260805
KATIHAR,25.53852,87.57044,Bihar,20260805
KOCHI,9.93988,76.26022,Kerala,20260805
KOLAR,13.13768,78.12999,Karnataka,20260805
KOLLAM,8.88113,76.58469,Kerala,20260805
KOPPAL,15.34522,76.15478,Karnataka,20260805
KOZHIKODE,11.24802,75.7804,Kerala,20260805
MAIHAR,24.26594,80.76063,Madhya Pradesh,20260805
MANDIKHERA,27.94118,77.00873,Haryana,20260805
MILUPARA,22.18205,83.51923,Chhattisgarh,20260805
MODINAGAR,28.83059,77.57295,Rajasthan,20260805
MOTIHARI,0,84.54916,Bihar,20260805
MUNGER,0,0,Bihar,20260805
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260805
NAMAKKAL,0,0,,20260805
NAYAGARH,20.12882,85.09626,Odisha,20260805
OOTY,0,0,,20260805
PALKALAIPERUR,0,0,,20260805
PANIPAT,0,76.96825,Haryana,20260805
PATHARDIH,0,86.43166,Jharkhand,20260805
PERUNDURAI,0,0,Tamil Nadu,20260805
PUDUKOTTAI,0,78.59045,Tamil Nadu,20260805
RAICHUR,16.20546,77.35567,Karnataka,20260805
RAJGIR,25.02828,85.42079,Bihar,20260805
RAMANATHAPURAM,9.37158,78.83077,Tamil Nadu,20260805
RANIPET,12.92471,79.33331,Tamil Nadu,20260805
SALEM,11.65376,78.15538,Tamil Nadu,20260805
SAMASTIPUR,25.86222,85.77953,Bihar,20260805
SASARAM,24.94942,84.01645,Bihar,20260805
SHIVAMOGGA,13.93157,75.56791,Karnataka,20260805
SINGRAULI,24.19973,82.67535,Madhya Pradesh,20260805
SIVASAGAR,0,0,,20260805
SRI VIJAYA PURAM,0,0,,20260805
SRIKAKULAM,0,83.89751,Andhra Pradesh,20260805
SUAKATI,21.6143,85.51543,Odisha,20260805
TALCHER,0,0,Odisha,20260805
TENSA,0,85.17127,Odisha,20260805
THANJAVUR,0,79.13909,Tamil Nadu,20260805
THRISSUR,10.51667,76.21667,Kerala,20260805
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260805
TIRUNELVELI,0,0,Tamil Nadu,20260805
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260805
TUMAKURU,13.34136,77.1022,Karnataka,20260805
UDUPI,0,0,Karnataka,20260805
VELLORE,0,79.13255,Tamil Nadu,20260805
VIRUDHUNAGAR,0,0,,20260805
YADGIR Notes,0,0,,20260805
