city,lat,long,state,date
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260814
AURANGABAD-BIHAR,0,0,,20260814
BAGALKOT,16.18673,75.69614,Karnataka,20260814
BIDAR,0,77.51524,Karnataka,20260814
BIHAR SHARIF,25.20084,85.52389,Bihar,20260814
BILEIPADA,0,0,,20260814
BUXAR,25.57548,83.98043,Bihar,20260814
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260814
DARBHANGA,26.15216,85.89707,Bihar,20260814
DAUSA,26.89,76.33584,Rajasthan,20260814
DEHRADUN,30.32443,78.03392,Uttarakhand,20260814
DHANBAD,23.79759,86.42992,Jharkhand,20260814
DHARWAD,15.46005,75.00778,Karnataka,20260814
DINDIGUL,0,77.98036,Tamil Nadu,20260814
ERNAKULAM,9.96714,76.29036,Kerala,20260814
GAJRAULA,0,0,,20260814
GANGTOK,27.32574,88.61216,Sikkim,20260814
GORAKHPUR,0,75.67206,Haryana,20260814
HASSAN,13.00715,76.0962,Karnataka,20260814
HAVERI,0,0,Karnataka,20260814
HISAR,0,75.72294,Haryana,20260814
HOSUR,12.73647,77.83264,Tamil Nadu,20260814
IMPHAL,0,0,Manipur,20260814
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260814
KARUR,10.95771,78.08095,Tamil Nadu,20260814
KARWAR,14.81361,74.12972,Karnataka,20260814
KASHIPUR,29.21399,78.95693,Uttarakhand,20260814
KHAIRTHAL,0,0,,20260814
KHORA,0,0,,20260814
KOCHI,0,76.26022,Kerala,20260814
KOLAR,13.13768,78.12999,Karnataka,20260814
KOLLAM,8.88113,76.58469,Kerala,20260814
KOPPAL,15.34522,76.15478,Karnataka,20260814
KOZHIKODE,11.24802,75.7804,Kerala,20260814
MADURAI,9.919,78.11953,Tamil Nadu,20260814
MILUPARA,22.18205,83.51923,Chhattisgarh,20260814
MUNGER,25.37459,86.47455,Bihar,20260814
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260814
NAMAKKAL,11.22126,78.16524,Tamil Nadu,20260814
NAYAGARH,20.12882,85.09626,Odisha,20260814
OOTY,0,0,,20260814
PALKALAIPERUR,0,0,,20260814
PAMPORE,34.01515,74.91895,Jammu and Kashmir,20260814
PATHARDIH,23.6658,86.43166,Jharkhand,20260814
PERUNDURAI,0,0,,20260814
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260814
RAICHUR,16.20546,77.35567,Karnataka,20260814
RAJGIR,25.02828,85.42079,Bihar,20260814
RAMANATHAPURAM,0,78.83077,Tamil Nadu,20260814
RANIPET,12.92471,79.33331,Tamil Nadu,20260814
SALEM,11.65376,78.15538,Tamil Nadu,20260814
SHAMLI,29.4497,77.30959,Uttar Pradesh,20260814
SINGRAULI,24.19973,82.67535,Madhya Pradesh,20260814
SRI VIJAYA PURAM,0,0,,20260814
SUAKATI,21.6143,85.51543,Odisha,20260814
THANJAVUR,0,0,,20260814
THRISSUR,10.51667,76.21667,Kerala,20260814
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260814
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260814
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260814
TUMAKURU,13.34136,77.1022,Karnataka,20260814
TUMIDIH,21.78534,82.87393,Chhattisgarh,20260814
UDUPI,0,0,Karnataka,20260814
VELLORE,12.9184,79.13255,Tamil Nadu,20260814
VIRUDHUNAGAR Notes,0,0,,20260814
