city,lat,long,state,date
AIZAWL,23.72894,92.71791,Mizoram,20260806
ANANTAPUR,14.67784,77.60813,Andhra Pradesh,20260806
ARARIA,26.14934,87.51323,Bihar,20260806
ARIYALUR,11.13849,79.07556,Tamil Nadu,20260806
ARRAH,25.55629,84.66335,Bihar,20260806
AURANGABAD-BIHAR,0,0,,20260806
BAGHPAT,28.94485,77.21865,Uttar Pradesh,20260806
BARBIL,22.10194,85.37752,Odisha,20260806
BATHINDA,30.20747,74.93893,Punjab,20260806
BELGAUM,15.85929,74.61829,Karnataka,20260806
BETTIAH,0,0,Bihar,20260806
BIDAR,0,77.51524,Karnataka,20260806
BIHAR SHARIF,25.20084,85.52389,Bihar,20260806
BUXAR,25.57548,83.98043,Bihar,20260806
BYASANAGAR,0,0,,20260806
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260806
DARBHANGA,26.15216,85.89707,Bihar,20260806
DAVANAGERE,0,0,,20260806
DEHRADUN,0,78.03392,Uttarakhand,20260806
DHANBAD,23.79759,86.42992,Jharkhand,20260806
DINDIGUL,0,0,,20260806
ERNAKULAM,9.96714,76.29036,Kerala,20260806
GAJRAULA,28.8457,78.2396,Uttar Pradesh,20260806
GANGTOK,27.32574,88.61216,Sikkim,20260806
GUWAHATI,0,0,,20260806
HALDIA,0,88.10975,West Bengal,20260806
HASSAN,13.00715,76.0962,Karnataka,20260806
HAVERI,14.79354,75.40448,Karnataka,20260806
HISAR,29.15394,75.72294,Haryana,20260806
HOSUR,12.73647,77.83264,Tamil Nadu,20260806
HUBBALLI,15.34776,75.13378,Karnataka,20260806
IMPHAL,24.80805,93.9442,Manipur,20260806
KADAPA,14.47995,78.82346,Andhra Pradesh,20260806
KANCHIPURAM,12.83515,79.70006,Tamil Nadu,20260806
KARAULI,26.49831,77.02755,Rajasthan,20260806
KARUR,10.95771,78.08095,Tamil Nadu,20260806
KASHIPUR,29.21399,78.95693,Uttarakhand,20260806
KATIHAR,25.53852,87.57044,Bihar,20260806
KOCHI,9.93988,76.26022,Kerala,20260806
KOLAR,13.13768,78.12999,Karnataka,20260806
KOLLAM,8.88113,76.58469,Kerala,20260806
KOPPAL,15.34522,76.15478,Karnataka,20260806
KOZHIKODE,0,0,Kerala,20260806
MANDIKHERA,27.94118,77.00873,Haryana,20260806
MILUPARA,0,0,,20260806
MODINAGAR,0,0,Rajasthan,20260806
MOTIHARI,27.09833,84.54916,Bihar,20260806
NAGAPATTINAM,0,79.84313,Tamil Nadu,20260806
NAMAKKAL,0,0,Tamil Nadu,20260806
NAYAGARH,20.12882,85.09626,Odisha,20260806
OOTY,11.4134,76.69521,Tamil Nadu,20260806
PALKALAIPERUR,0,0,,20260806
PALWAL,0,0,Haryana,20260806
PATHARDIH,0,0,Jharkhand,20260806
PERUNDURAI,11.27564,77.58794,Tamil Nadu,20260806
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260806
RAICHUR,16.20546,77.35567,Karnataka,20260806
RAJGIR,25.02828,85.42079,Bihar,20260806
RAMANATHAPURAM,0,0,,20260806
RANIPET,0,79.33331,Tamil Nadu,20260806
SALEM,11.65376,78.15538,Tamil Nadu,20260806
SASARAM,24.94942,84.01645,Bihar,20260806
SINGRAULI,24.19973,82.67535,Madhya Pradesh,20260806
SIVASAGAR,0,0,,20260806
SRI VIJAYA PURAM,0,0,,20260806
SRIKAKULAM,18.2989,83.89751,Andhra Pradesh,20260806
SUAKATI,21.6143,85.51543,Odisha,20260806
TENSA,21.87279,85.17127,Odisha,20260806
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260806
TIRUCHIRAPPALLI,10.8155,78.69651,Tamil Nadu,20260806
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260806
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260806
UDUPI,0,0,Karnataka,20260806
VELLORE,0,79.13255,Tamil Nadu,20260806
VIRUDHUNAGAR,0,0,,20260806
YADGIR Notes,0,0,,20260806
