city,lat,long,state,date
AIZAWL,23.72894,92.71791,Mizoram,20260830
ANANTAPUR,14.67784,77.60813,Andhra Pradesh,20260830
ARIYALUR,0,0,Tamil Nadu,20260830
ARRAH,0,84.66335,Bihar,20260830
AURANGABAD-BIHAR,0,0,,20260830
BAGALKOT,0,0,Karnataka,20260830
BELGAUM,0,74.61829,Karnataka,20260830
BETTIAH,0,0,Bihar,20260830
BIDAR,17.90802,77.51524,Karnataka,20260830
BIHAR SHARIF,25.20084,85.52389,Bihar,20260830
BIKANER,28.01762,73.31495,Rajasthan,20260830
BUXAR,25.57548,83.98043,Bihar,20260830
BYRNIHAT-MEGHALAYA,0,0,,20260830
CHENGALPATTU,12.69184,79.97661,Tamil Nadu,20260830
CHHAL,22.12832,83.11623,Chhattisgarh,20260830
COIMBATORE,11.00555,76.96612,Tamil Nadu,20260830
CUDDALORE,11.75617,79.76693,Tamil Nadu,20260830
DARBHANGA,26.15216,85.89707,Bihar,20260830
DAVANAGERE,0,0,,20260830
DHANBAD,23.79759,86.42992,Jharkhand,20260830
DINDIGUL,0,77.98036,Tamil Nadu,20260830
ERNAKULAM,9.96714,76.29036,Kerala,20260830
FATEHABAD,0,0,Haryana,20260830
GANGTOK,27.32574,88.61216,Sikkim,20260830
HASSAN,0,0,,20260830
HAVERI,14.79354,75.40448,Karnataka,20260830
HOSUR,12.73647,77.83264,Tamil Nadu,20260830
IMPHAL,24.80805,93.9442,Manipur,20260830
JALNA,0,0,Maharashtra,20260830
KANCHIPURAM,0,79.70006,Tamil Nadu,20260830
KARUR,10.95771,78.08095,Tamil Nadu,20260830
KASHIPUR,0,78.95693,Uttarakhand,20260830
KEONJHAR,0,0,,20260830
KHAIRTHAL,27.6331,76.91869,Rajasthan,20260830
KISHANGANJ,0,0,,20260830
KOCHI,9.93988,76.26022,Kerala,20260830
KOLAR,13.13768,78.12999,Karnataka,20260830
KOLLAM,8.88113,76.58469,Kerala,20260830
KOPPAL,15.34522,76.15478,Karnataka,20260830
KOZHIKODE,11.24802,75.7804,Kerala,20260830
LEH,34.16504,77.58402,Ladakh,20260830
LUDHIANA,30.91204,75.85379,Punjab,20260830
MADURAI,9.919,78.11953,Tamil Nadu,20260830
MANGALORE,12.84654,74.84056,Karnataka,20260830
MANGURAHA,26.93841,84.39444,Bihar,20260830
MODINAGAR,28.83059,77.57295,Rajasthan,20260830
MOTIHARI,0,0,Bihar,20260830
MUNGER,25.37459,86.47455,Bihar,20260830
NAGAPATTINAM,10.76377,79.84313,Tamil Nadu,20260830
NAMAKKAL,0,0,Tamil Nadu,20260830
OOTY,11.4134,76.69521,Tamil Nadu,20260830
PALKALAIPERUR,0,0,,20260830
PATHARDIH,23.6658,86.43166,Jharkhand,20260830
PERUNDURAI,0,0,,20260830
PUDUKOTTAI,12.50157,78.59045,Tamil Nadu,20260830
PURNIA,25.77895,87.47422,Bihar,20260830
RAICHUR,16.20546,77.35567,Karnataka,20260830
RAIRANGPUR,22.26675,86.17385,Odisha,20260830
RAJGIR,0,85.42079,Bihar,20260830
RAMANATHAPURAM,0,78.83077,Tamil Nadu,20260830
RANIPET,0,79.33331,Tamil Nadu,20260830
RATLAM,0,0,,20260830
SALEM,11.65376,78.15538,Tamil Nadu,20260830
SASARAM,24.94942,84.01645,Bihar,20260830
SINGRAULI,24.19973,82.67535,Madhya Pradesh,20260830
SONIPAT,0,0,Haryana,20260830
SRI VIJAYA PURAM,0,0,,20260830
SUAKATI,0,85.51543,Odisha,20260830
THANJAVUR,10.78523,79.13909,Tamil Nadu,20260830
TIRUCHIRAPPALLI,0,0,,20260830
TIRUNELVELI,8.72742,77.6838,Tamil Nadu,20260830
TIRUPUR,11.11541,77.35456,Tamil Nadu,20260830
TUMAKURU,0,0,,20260830
UDUPI,13.33467,74.74617,Karnataka,20260830
VELLORE,12.9184,79.13255,Tamil Nadu,20260830
VIRUDHUNAGAR Notes,0,0,,20260830
